ori9,class,evidence,source
OKDI05300,installation,PAWNEE AGENCY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
OKDI05500,installation,OTOE MISSOURIA TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
OKDI06000,installation,MIAMI AGENCY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
OKDI06200,installation,SEMINOLE NATN LIGHTHORSE; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
OKDI14000,installation,EASTERN SHAWNEE TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
OKDI15000,installation,COMANCHE NATION; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
OKDI16000,installation,KEETOOWAH TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
OKDI18000,installation,CHICKASAW NATION; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
OKDIT0800,installation,IOWA TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
OKDIT1500,installation,OTOE MISSOURIA TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
OKDIT1700,installation,KIOWA TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
OKFBIOC00,national_hq,FBI OKLAHOMA CITY; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
OKSS31400,national_hq,US SECRET SERVICE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
ORATF0200,national_hq,BUREAU OF ATF PORTLAND; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
ORATF0300,national_hq,BUREAU OF ATF EUGENE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
ORDI00100,installation,CRATER LAKE NP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
ORDI00200,installation,FORT CLATSOP NMEM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
ORDI00300,installation,OREGON CAVES NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
ORDI00400,installation,SILETZ TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
ORDI01300,installation,COOS L UMPQUA SIUSLAW; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
ORDI01400,installation,GRAND RONDE TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
ORDI01500,installation,COW CREEK TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
ORDI05000,installation,WARM SPRINGS TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
ORDI06000,installation,COLUMBIA RIVER IT FISH E; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
ORFBIPD00,national_hq,FBI PORTLAND; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
PAATF0100,national_hq,BUREAU OF ATF REG OFF PH; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
PAATF0500,national_hq,BUREAU OF ATF ERIE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
PAATF0600,national_hq,BUREAU OF ATF HARRISBURG; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
PAATF0700,national_hq,BUREAU OF ATF READING; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
PAATFPH00,national_hq,BUREAU OF ATF DIST OFF P; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
PADI00200,installation,WESTERN PENNA GROUP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
PADI00300,installation,EISENHOWER NHS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
PADI00400,installation,GETTYSBURG NMP NC; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
PADI00500,installation,HOPEWELL VILLAGE NHS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
PADI00600,installation,INDEPENDENCE NHP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
PADI00700,installation,DELAWARE WATER GAP NRA; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
PADI00800,installation,VALLEY FORGE NHP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
PAFBIPG00,national_hq,FBI PITTSBURGH; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
PAFBIPH00,national_hq,FBI PHILADELPHIA; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
PRATF0100,national_hq,BUREAU OF ATF SAN JUAN; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
PRDI00100,installation,SAN JUAN NHS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
PRFBISJ00,national_hq,FBI SAN JUAN; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
PRSS31700,national_hq,US SECRET SERVICE SAN J; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
PRUSC5200,national_hq,US CUSTOMS SERVICE SAN; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
PRUSC5400,national_hq,US CUSTOMS SERVICE AGUA; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
RIATF0200,national_hq,BUREAU OF ATF PROVIDENCE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
RIDI00100,installation,ROGER WILLIAMS NATL MEM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
RIDI00300,installation,NARRAGANSETT TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
SC0021000,installation,US DOE Savannah River Plant police a specific federal reservation footprint,SRS agency panel; agency master
SCATF0100,national_hq,BUREAU OF ATF FLORENCE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
SCATF0200,national_hq,BUREAU OF ATF CHARLESTON; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
SCATF0300,national_hq,BUREAU OF ATF GREENVILLE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
SCATFC000,national_hq,BUREAU OF ATF COLUMBIA; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
SCDEA0200,national_hq,DEA COLUMBIA; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
SCDI00100,installation,FORT SUMTER NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
SCDI00200,installation,KINGS MOUNTAIN NMP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
SCDI00300,installation,COWPENS NB; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
SCDI00700,installation,CATAWBA NATION; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
SCFBICO00,national_hq,FBI COLUMBIA; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
SDATF0200,national_hq,BUREAU OF ATF SIOUX FALL; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
SDDI00100,installation,WIND CAVE NP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
SDDI00200,installation,BADLANDS NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
SDDI00300,installation,JEWEL CAVE NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
SDDI00400,installation,MOUNT RUSHMORE NMEM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
SDDI01000,installation,OGLALA SIOUX TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
SDDI01700,installation,FLANDREAU TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
SDDI01800,installation,FLANDREAU SANTEE SIOUX T; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
SDUSM0200,national_hq,U S MARSHALS SERVICE R; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TNATF0200,national_hq,BUREAU OF ATF CHATTANOOG; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TNATF0600,national_hq,BUREAU OF ATF KNOXVILLE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TNATF0700,national_hq,BUREAU OF ATF MEMPHIS; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TNATF0800,national_hq,BUREAU OF ATF NASHVILLE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TNDI00100,installation,GREAT SMOKY MTNS NP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
TNDI00200,installation,SHILOH NMP NC; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
TNDI00300,installation,APPALACHIAN NST; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
TNDI00400,installation,CHICK CHATT NMP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
TNDI00500,installation,CUMBERLAND GAP NHP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
TNDI00600,installation,FORT DONELSON NMP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
TNDI00700,installation,ANDREW JOHNSON NHS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
TNDI00800,installation,NATCHEZ TRACE PARKWAY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
TNDI00900,installation,STONES RIVER NB NC; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
TNFBIKX00,national_hq,FBI KNOXVILLE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TNFBIME00,national_hq,FBI MEMPHIS; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TNSS31000,national_hq,US SECRET SERVICE MEMPH; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXATF0200,national_hq,BUREAU OF ATF HOUSTON; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXATF0300,national_hq,BUREAU OF ATF AUSTIN; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXATF0400,national_hq,BUREAU OF ATF MCALLEN; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXATF0500,national_hq,BUREAU OF ATF EL PASO; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXATF0600,national_hq,BUREAU OF ATF FORT WORTH; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXATF0700,national_hq,BUREAU OF ATF LUBBOCK; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXATF0800,national_hq,BUREAU OF ATF SAN ANTONI; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXATF0900,national_hq,BUREAU OF ATF TYLER; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXATF1000,national_hq,BUREAU OF ATF LAREDO; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXATF1100,national_hq,BUREAU OF ATF CORPUS CHR; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXATF1200,national_hq,BUREAU OF ATF BEAUMONT; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXATF1400,national_hq,BUREAU OF ATF WACO; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXATFDL00,national_hq,BUREAU OF ATF DIST OFF D; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXCBP3000,national_hq,U S CUSTOMS BORDER PR; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXCBP3500,national_hq,U S BORDER PATROL EAGL; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXCBP6500,national_hq,U S BORDER PATROL UVAL; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXCBP6800,national_hq,U S BORDER PATROL EDIN; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXCBP8300,national_hq,U S BORDER PATROL CARR; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXCBPC100,national_hq,U S BORDER PATROL FORT; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXDEA1000,national_hq,DEA HOUSTON; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXDEA1300,national_hq,DEA MCALLEN; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXDEA1400,national_hq,DEA SAN ANTONIO; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXDI00100,installation,LAKE MEREDITH RA; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
TXDI00200,installation,FORT DAVIS NHS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
TXDI00300,installation,BIG BEND NP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
TXDI00400,installation,GUADALUPE MOUNTAINS NP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
TXDI00500,installation,PADRE ISLAND NS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
TXDI00600,installation,AMISTAD RA; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
TXDI00700,installation,CHAMIZAL NMEM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
TXDI00800,installation,LYNDON B JOHNSON NHS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
TXDI00900,installation,ALIBATES FLINT NATL MON; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
TXDI01200,installation,YSLETA DEL SUR PUEBLO TB; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
TXDI02600,installation,ALABAMA COUSHATTA TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
TXDIT0000,installation,YSLETA DEL SUR PUEBLO TR; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
TXFBIDL00,national_hq,FBI DALLAS; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXFBIEP00,national_hq,FBI EL PASO; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXFBIHO00,national_hq,FBI HOUSTON; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXFBISA00,national_hq,FBI SAN ANTONIO; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXINS0100,national_hq,US BORDER PATROL DEL RI; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXINS0200,national_hq,US BORDER PATROL EL PAS; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXINS0300,national_hq,US BORDER PATROL LAREDO; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXINS0500,national_hq,US BORDER PATROL MCALLE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXINS9700,national_hq,U S BORDER PATROL HARL; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXINSCB00,national_hq,US BORDER PATROL COTULL; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXUSC1100,national_hq,US CUSTOMS SERVICE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXUSC2000,national_hq,US CUSTOMS SERVICE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXUSC5400,national_hq,US CUSTOMS SERVICE EL P; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXUSC5500,national_hq,US CUSTOMS SERVICE HOUS; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
TXUSC6000,national_hq,U S CUSTOMS BORDER PR; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
UTATF0200,national_hq,BUREAU OF ATF SALT LAKE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
UTDI00100,installation,BRYCE CANYON NP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
UTDI00200,installation,TIMPANOGOS CAVE NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
UTDI00300,installation,ZION NP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
UTDI00400,installation,GLEN CANYON NRA; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
UTDI00500,installation,ARCHES NP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
UTDI00600,installation,CANYONLANDS NP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
UTDI00700,installation,CAPITOL REEF NP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
UTDI00800,installation,CEDAR BREAKS NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
UTDI00900,installation,DINOSAUR NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
UTDI01000,installation,NATURAL BRIDGES NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
UTDI01100,installation,GOLDEN SPIKE NHS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
UTDI01200,installation,HOVENWEEP NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
UTDI01300,installation,RAINBOW BRIDGE NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
UTDI01700,installation,GOSHUTE TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
UTFBISU00,national_hq,FBI SALT LAKE CITY; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
VA0070500,national_hq,Federal Deposit Insurance Corporation investigative caseload has no installation policing footprint,SRS agency panel; agency master
VA0SI0200,national_hq,Air Force Office of Special Investigations HQ rollup is investigative and service-wide,SRS agency panel address HQ OSI; agency master
VA1360000,installation,Virginia Military Institute police patrol the Lexington campus footprint,SRS type is federal; LEAIC 35158
VAATF0300,national_hq,BUREAU OF ATF NORFOLK; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
VAATF0400,national_hq,BUREAU OF ATF ROANOKE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
VAATF0700,national_hq,BUREAU OF ATF BRISTOL; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
VAATF1000,national_hq,BUREAU OF ATF WASH DIST; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
VAATF1400,national_hq,BUREAU OF ATF RICHMOND; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
VACIA0000,installation,CIA Security Protective Service patrols a specific federal campus,SRS agency panel; agency master
VADEA0300,national_hq,DEA QUANTICO; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
VADI00100,installation,BLUE RIDGE PARKWAY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
VADI00200,installation,COLONIAL NHP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
VADI00300,installation,SHENANDOAH NP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
VADI00400,installation,FRED SPOT NMP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
VADI00500,installation,GEO WASH BIRTHPLACE NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
VADI00600,installation,RICHMOND NBP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
VADI00700,installation,PETERSBURG NB; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
VADI00800,installation,MANASSA NBP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
VADI00900,installation,APPOMATTOX CRT HSE NHP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
VADI01000,installation,BOOKER T WASHINGTON NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
VADI01100,installation,ASSATEAGUE ISLAND NS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
VADI01200,installation,HARPERS FERRY NHP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
VADI01300,installation,PRINCE WILLIAM FOR PK; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
VADI01400,installation,APPALACHIAN NST; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
VADI01500,installation,CUMBERLAND GAP NHP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
VADIF0400,installation,UNITED STATES FISH AND W; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
VADOD1400,national_hq,UNITED STATES DEPARTMENT; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
VADOS0200,national_hq,UNITED STATES DEPARTMENT; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
VADOT0100,national_hq,UNITED STATES DEPARTMENT; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
VADPP0000,installation,Pentagon Force Protection Agency patrols the Pentagon reservation,FBI NIBRS 2024 Table 40 federal section; SRS agency panel
VAFBINF00,national_hq,FBI NORFOLK; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
VAFBIQT00,national_hq,FBI QUANTICO; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
VAFBIRH00,national_hq,FBI RICHMOND; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
VANAV0000,installation,U S NAVY SECURITY FORCE; protective police/security row identifies a federal site footprint,agency_master.parquet; agency_year_observations.parquet
VAP000800,national_hq,UNITED STATES POSTAL SER; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
VAPO00800,national_hq,United States Postal Service OIG/service-wide larceny rollup is national,FBI NIBRS 2024 Table 40 federal section; SRS agency panel
VAPPD0000,installation,U S PARK POLICE; protective police/security row identifies a federal site footprint,agency_master.parquet; agency_year_observations.parquet
VATSA1200,national_hq,US DEPT OF HOMELAND SECU; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
VAUSM0000,national_hq,U S MARSHALS SERVICE HE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
VIATF0100,national_hq,BUREAU OF ATF ST THOMAS; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
VIATF0200,national_hq,BUREAU OF ATF CHRISTIANS; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
VIUSM0100,national_hq,US MARSHALS SERVICE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
VTATF0300,national_hq,BUREAU OF ATF BURLINGTON; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
WAATF0100,national_hq,BUREAU OF ATF SPOKANE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
WAATF0200,national_hq,BUREAU OF ATF YAKIMA; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
WAATFSE00,national_hq,BUREAU OF ATF SEATTLE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
