state_fips,county_fips,agency_or_structure_name,issue_type,service_structure_summary,implication_for_pipeline,source_links,note_status
42,,Fallowfield township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4212525104,pending
42,,Menallen township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4205148616,pending
42,,Heidelberg township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4207533608,pending
42,,Barrett township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4208904320,pending
55,,Iron River town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#55:municipal:cousub:5500737200,pending
42,,Paradise township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4213357872,pending
36,,Hanover town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#36:municipal:cousub:3601332050,pending
42,,Conestoga township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4207115592,pending
55,,Brockway town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#55:municipal:cousub:5505309900,pending
42,,Earl township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4207120688,pending
39,,Wayne township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#39:municipal:cousub:3902582110,pending
36,,Charlton town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#36:municipal:cousub:3609113926,pending
36,,Poestenkill town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#36:municipal:cousub:3608358805,pending
42,,Colerain township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4207115056,pending
42,,Lower Milford township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4207744992,pending
26,,Negaunee township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#26:municipal:cousub:2610356880,pending
42,,Oley township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4201156672,pending
26,,Hanover township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#26:municipal:cousub:2607536400,pending
39,,Hamilton township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#39:municipal:cousub:3904933026,pending
39,,Parkman township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#39:municipal:cousub:3905559948,pending
42,,Clinton township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4208114336,pending
42,,Wallace township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4202980616,pending
42,,Jenner township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4211138032,pending
23,,Litchfield town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#23:municipal:cousub:2301140175,pending
26,,Pierson township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#26:municipal:cousub:2611764040,pending
09,,Windham town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#09:municipal:cousub:0901586790,pending
50,,Poultney town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#50:municipal:cousub:5002156875,pending
42,,Union township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4208778392,pending
36,,Constantia town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#36:municipal:cousub:3607517904,pending
39,,Union township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#39:municipal:cousub:3908978400,pending
13,,Omaha CCD,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#13:municipal:cousub:1325992280,pending
45,,City View CDP,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#45:municipal:place:4514455,pending
36,,Lyons CDP,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#36:municipal:place:3643962,pending
26,,Rollin township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#26:municipal:cousub:2609169340,pending
51,,Castlewood CDP,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#51:municipal:place:5113512,pending
42,,Sadsbury township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4207167096,pending
09,,Beacon Falls town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#09:municipal:cousub:0900903250,pending
26,,Waterloo township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#26:municipal:cousub:2607584300,pending
42,,Portage township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4202162056,pending
39,,Newton township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#39:municipal:cousub:3915555636,pending
39,,Smith township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#39:municipal:cousub:3909972740,pending
23,,Norridgewock town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#23:municipal:cousub:2302549835,pending
42,,Nockamixon township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4201754576,pending
36,,Greenville town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#36:municipal:cousub:3603930620,pending
42,,Halifax township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4204332040,pending
42,,Snyder township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4201371624,pending
26,,Arbela township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#26:municipal:cousub:2615703220,pending
26,,Norvell township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#26:municipal:cousub:2607559180,pending
42,,Wrightstown township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4201786624,pending
36,,Livingston town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#36:municipal:cousub:3602142917,pending
42,,Thornbury township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4202976568,pending
36,,North Collins town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#36:municipal:cousub:3602951803,pending
42,,Penn township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4209958856,pending
45,,Warrenville CDP,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#45:municipal:place:4574725,pending
26,,Crystal township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#26:municipal:cousub:2611719080,pending
55,,Turtle town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#55:municipal:cousub:5510581050,pending
42,,Daugherty township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4200718264,pending
26,,Manchester township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#26:municipal:cousub:2616150680,pending
42,,Paint township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4211157552,pending
36,,Galway town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#36:municipal:cousub:3609128112,pending
36,,Copake town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#36:municipal:cousub:3602118102,pending
36,,Rockland town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#36:municipal:cousub:3610563176,pending
36,,Holland town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#36:municipal:cousub:3602935122,pending
42,,Lower Mount Bethel township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4209545016,pending
36,,New Baltimore town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#36:municipal:cousub:3603949935,pending
26,,Albert township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#26:municipal:cousub:2611900940,pending
45,,Chappells CCD,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#45:municipal:cousub:4507190559,pending
50,,Richford town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#50:municipal:cousub:5001159125,pending
42,,Lawrence township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4203341952,pending
42,,Newton township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4206954136,pending
42,,Allegheny township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4202100868,pending
26,,Royal Oak charter township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#26:municipal:cousub:2612570060,pending
36,,Lake Luzerne town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#36:municipal:cousub:3611340662,pending
26,,Martin township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#26:municipal:cousub:2600552000,pending
42,,East Penn township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4202521664,pending
42,,Neville township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4200353136,pending
42,,Cowanshannock township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#42:municipal:cousub:4200516728,pending
26,,Chesaning township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#26:municipal:cousub:2614515160,pending
39,,Center township,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#39:municipal:cousub:3902912910,pending
36,,Spencer town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#36:municipal:cousub:3610770178,pending
50,,Vernon town,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#50:municipal:cousub:5002574800,pending
36,,Keeseville CDP,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the service_structure_suspect lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#36:municipal:place:3639089,pending
