case_id,case_class,state,oris,mass_hint,arm,verdict,confidence,kind,replicate_verdicts,downstream_action,packet_file,detail,rationale,resolved_by_cleanup,resolution
c-TX0730300-rosebud,token_reporter,TX,TX0730300,0.0,opus,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_084.json,"Genuinely underdetermined between credible_low_crime and structural_zero_treat_as_missing; do not rule from this packet. Population 1,354 with a municipal PD sits exactly on the boundary where a full-year all-seven zero flips from reachable to implausible (peer median 702.6 per 100k implies ~9.5 expected), and there is NO own-rate evidence in either direction: SRS carries 0 reported months in every year 2018-2023 and no NIB row exists before 2024, so 2024 is this agency's first submission of any kind. Do not fill from own history (there is nothing to fill from) and do not silently publish the zero while the case is open. What would resolve it, in order of value: (1) whether the 2024 NIBRS batch headers are affirmative zero-report months or bare headers, and whether the 2024 feed carries ANY Group-B / Part-II content -- real Part-II activity with zero Part-I is genuine, an entirely empty 12-month feed is a broken onboarding feed; (2) any Falls County or City of Rosebud published 2024 incident/arrest counts; (3) staffing -- whether Rosebud PD actually operated in 2024 or whether Falls County SO covers the city. Interim handling: hold the agency-year as missing rather than as a published zero, since the zero here is asserted by an assumption, not observed.","A first-ever NIBRS year (roster start 2024-01-01) with a 12-month header and zero content is simultaneously the highest-base-rate population for empty-header onboarding artifacts and a population where a genuine zero cannot be excluded. Both evidence channels that would normally break the tie are unavailable: composition carries no signal (uniform zero across all seven streams), and the SRS 1-month figure is the Return-A back-conversion artifact rather than evidence of non-submission (across this batch SRS months track content volume, not coverage). That leaves only the peer floor, which by construction cannot separate a crimeless 1,350-person town from an empty filer -- precisely the situation this review class exists for. The nearest same-size in-batch comparator cuts against the zero (De Kalb, population 1,442-1,623, ran 16-31 in its real years), but a single comparator is not a ruling, and escalating one 1,354-person place is far cheaper than either publishing a false zero or fabricating ~9 offences.",1,x-TX0730300-rosebud:misread_missing(opus/medium)
c-TX0740400-savoy,token_reporter,TX,TX0740400,0.0,opus,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_084.json,"Genuinely underdetermined; the discriminating datum is in the packet but is two-sided. Savoy filed positive content in five consecutive years (2019: 2, 2020: 2, 2021: 5, 2022: 6, 2023: 1 -- pooled ~3.2/yr over 42 covered months) and then published an all-seven zero in 2024, and 2024 is the FIRST year its NIBRS batch header reaches 12 months (prior headers 7, 7, 10, 11, 7). That header change reads both ways and the packet cannot choose between them: (a) the agency cleaned up monthly compliance and genuinely had a zero year, in which case the 12-month header is an affirmative zero-report and EST2024=0 is right; or (b) the agency moved to an automated monthly feed that files headers/zero-reports but stopped transmitting incident content, in which case 2024 is a broken feed and should be treated as missing. Resolving test: whether the 2024 12-month feed carries any Group-B / Part-II NIBRS content. Real Part-II activity with zero Part-I => rule credible_low_crime and keep the observed 0. A completely empty 12-month feed => structural_zero_treat_as_missing, and the repair basis is then the agency's own recent level (2023: 1, 2022: 6, i.e. ~1-3 Part-I offences), NOT the peer median -- do not publish a ~4-offence peer fill into a 766-person place on the current evidence.","The Poisson answer depends entirely on which recent level is taken as this agency's true rate, and the packet gives no way to choose: against the most recent year alone (2023: 1 on 7 months, i.e. 1-1.7/yr) P(0) is 18-37% and the zero is ordinary; against the 2021-2022 level (5-6/yr) it is a 0.2-0.7% event; against the 5-year pool (3.2/yr) it is 4%, right on the borderline. Absolute plausibility does not settle it either -- zero Part-I in a year is reachable at population 766. Composition is explicitly not scorable at a 6/yr baseline, and the SRS 0-month figure is the back-conversion artifact, so neither known-artifact test discriminates. The one novel fact is the header jump to 12 in exactly the year content went to zero, and that is the crux: it is equally the signature of improved compliance and of a header-only automated feed. This is the definition of underdetermined.",1,c-TX0740400-savoy:misread_missing(opus/low)
c-TX0891000-smiley,token_reporter,TX,TX0891000,0.0,opus,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_084.json,"Do NOT publish 0 as an observed value; carry 2024 as unverified/low-weight, and do NOT apply a peer fill either (peer median 503.4/100k x 490 would insert ~2.5 offences into a town that may genuinely have 0-1). The panel contains no information about this agency's crime level at any point 2018-2024: 2020-2022 are SRS rows carried at 0 reported months (non-submission), and the agency's entire substantive record is 17 consecutive monthly NIBRS zero-reports (5 in 2023 from the 2023-08 start, 12 in 2024). CIUS 0 for 2024 is the frozen Return-A master re-rendering the same back-converted NIBRS submission, so the three lanes are one submission counted three times, not corroboration. Resolving test to name in the escalation: (a) does Smiley PD's 2024 NIBRS submission contain ANY non-Group-A content (Group B arrestee segments, property segments, recovered-property records) — an agency that files Group B arrests but zero Group A offences is live and quiet, one that files nothing but zero-report headers is a compliance shell; (b) does Gonzales County SO's incident record show offences inside the Smiley city polygon (4868300). This case belongs to a CLASS with c-TX0912200-southmayd and c-TX1100500-anton — previously-silent agency, debut-or-near-debut uniformly-zero NIBRS year, no own baseline — which needs a rule rather than three separate adjudications.","Only the peer-rate floor fired, and the packet itself states a rate floor cannot separate a genuinely quiet village from a token filer. Absolute plausibility is indeterminate at this population: at the band peer median (503.4/100k) expected is 2.46/yr, P(0)=8.5%; at the rate demonstrated by live low-crime filers in this same batch (Tom Bean, 0.75/yr at pop 953 = 79/100k) expected is 0.4/yr, P(0)=67%; at Log Cabin's demonstrated 1,300/100k expected is 6.4/yr, P(0)=0.2%. The plausible mean spans implausible-to-modal, so the level cannot decide it. The 2023-08 NIBRS start shared with Estelline and Anton in this batch marks a Texas wave onboarding, and 'onboard then emit nothing but zero-reports' is simultaneously the genuine-quiet-town signature and the compliance-shell signature. No composition signal exists (uniform zero across all seven streams) and there is no own history to test coverage against. Genuinely underdetermined.",1,x-TX0891000-smiley:genuine_zero_year(opus/medium)
c-TX0912200-southmayd,token_reporter,TX,TX0912200,0.0,opus,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_084.json,"Do NOT publish 0 as observed and do NOT peer-fill. The peer fill is the specific danger here: 702.6/100k x 1,114 = 7.8 offences, while the local calibration from live filers in the same county (Tom Bean 0.75/yr at pop 953; Tioga 1.33/yr at pop ~1,150; Collinsville 3.6/yr at pop ~2,000, i.e. roughly 80-190/100k) implies 1-2 offences. A blind peer fill would overstate by four- to eightfold; a published 0 makes the polygon (4869104) a false rate-floor outlier. Carry 2024 as unverified pending the class test. This agency has NO information in the panel before 2024: 2018-2023 are all SRS rows at 0 reported months, i.e. six straight years of non-submission, and its first and only substantive year is a debut 12-month all-zero NIBRS year beginning exactly at the roster nibrs_start of 2024-01-01, with the SRS lane showing just 2 received months. CIUS 0 is that same submission re-rendered. Same class as c-TX0891000-smiley and c-TX1100500-anton, same resolving test: does the 2024 NIBRS submission contain any Group B arrestee or property segments (live-but-quiet) or only zero-report headers (shell), and does Grayson County SO record offences inside the Southmayd city polygon.","A debut agency-year that is uniformly zero across all seven streams, from an agency with no prior positive report anywhere in the window, carries no evidentiary weight in either direction — it is exactly what a genuinely quiet 1,100-person town looks like on joining NIBRS and exactly what a compliance-only filer looks like. There is no own baseline to test composition or coverage against, the only firing screen arm is the peer floor that the packet declares insufficient, and the two available rate calibrations disagree by nearly an order of magnitude (P(total=0) is 0.04% at the band peer median but roughly 13-40% at the rate live small Grayson County agencies actually demonstrate). Nothing in the packet separates the hypotheses, and unlike Tioga or Tom Bean the stakes are not inside the noise floor, so accepting the observed 0 by default is not a safe fallback.",1,x-TX0912200-southmayd:misread_missing(opus/low)
c-TX1100500-anton,token_reporter,TX,TX1100500,0.0,opus,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_085.json,"Do NOT publish 0 as observed and do NOT peer-fill. Same class and same resolving test as c-TX0891000-smiley and c-TX0912200-southmayd; all three should be settled by one rule, not three adjudications. The panel holds no information about this agency at any point: 2018-2023 are all SRS rows at 0 reported months (seven years of non-submission), and although the roster gives nibrs_start 2023-08-01, NO NIBRS row exists for 2023 at all — the agency was enrolled but submitted no batch headers that year — so its entire substantive record is a single debut 12-month all-zero NIBRS year in 2024, with SRS still at 0 received months and CIUS re-rendering the same back-converted zero at an assumed 12 months and weight 1.0. Fill danger, stated explicitly because it cuts both ways: a peer fill would insert 702.6/100k x 912 = 6.4 offences, while live small agencies in this batch demonstrate 79-190/100k, implying 0.7-1.7 — so a blind peer fill overstates by roughly fourfold, and a published 0 makes the Anton city polygon (4803540) a false rate-floor outlier. Carry as unverified until the class test resolves it: does the 2024 submission contain any Group B arrestee or property segments (live but quiet) or only zero-report headers (shell), and does Hockley County SO record offences inside the Anton city limits. Note that Anton shares the 2023-08-01 nibrs_start with Smiley and Estelline, marking all three as part of one Texas onboarding wave.","P(total=0) is 0.16% at the band peer median (expected 6.4 for pop 912) but roughly 20-50% at the rates live small Texas agencies in this batch actually demonstrate, so absolute plausibility spans excluded-to-likely and cannot decide the case. Only the peer-rate floor fired, and the packet declares it unable to separate a quiet village from a token filer; the own-history arm is blind because there is no history to be blind about. The enrolled-but-silent 2023 is genuinely ambiguous evidence — it shows the submission channel was not working the year before, which weakens the 2024 header's credibility, but an agency that starts filing correctly in its second enrolled year looks the same. No composition signal exists (uniform zero across all seven streams). Unlike Tioga and Tom Bean, accepting the observed 0 is not a safe default here, because there is no own median to bound the error: the repair could plausibly be anything from 0 to 6 offences.",1,x-TX1100500-anton:misread_missing(opus/low)
c-TX2220000-terrell,token_reporter,TX,TX2220000,0.0,opus,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_086.json,"Genuinely underdetermined; do not rule either way on the evidence in this packet. EST2024 = 0 is not demonstrably wrong, but it should not be published as an OBSERVED zero at weight 1 — mark it low-information pending resolution. Three checks resolve it, in order of decisiveness: (1) the ORI's NIBRS non-index volume for 2021-2024 (Group B offences, arrests, drug/DUI/simple assault/criminal mischief) — an agency that files non-index activity but zero index offences is a genuine low-crime jurisdiction, whereas an agency with literally no records behind twelve batch headers is a zero-report-only filer, and this single test separates the two hypotheses cleanly; (2) the Texas DPS/CJIS county-level UCR table for Terrell County 2018-2024; (3) operational status and deputy headcount of the SO. Mass impact of getting this wrong is negligible (674 people smeared into the statewide non-municipal remainder), but this ORI is the template for the whole class of micro-county sheriffs, so the ruling should be made once, properly, on evidence.","This is the batch's strongest candidate for a genuine zero and still not decidable. In favour: Terrell County has no incorporated municipality (Sanderson is a CDP), so the SO covers ~674 residents in one of the least-populous counties in Texas; at the sheriff band median of 356/100k the expectation is ~2.4 offences/yr, making a single zero year entirely reachable; and 2018 and 2019 are affirmative 12-month Return-A zero filings at tier hi, from the era when months_reported was agency-supplied — the strongest form in which an agency can assert a real zero year, and structurally different from the 0/0mo non-reports elsewhere in this batch. Against: seven consecutive zeros with no variance is ~2% likely even at a quarter of the already-suppressed peer median, and that peer median is itself depressed by other token filers, so the comparison is partly circular; 2020 is a total non-report (SRS 0/0mo) in the middle of the SRS era, so the agency's filing is not continuous; and a clerk filing '12 months, all zeros' as routine is not distinguishable from an audited zero on this record. Nothing in the packet arbitrates: no state publication, no local publication, no non-index volume, no arrest data. Ruling either way here would be a confident guess on a template case.",1,c-TX2220000-terrell:genuine_zero_year(opus/medium)
c-WY0070400-shoshoni,token_reporter,WY,WY0070400,0.0,opus,unclear_escalate,low,explicit_escalate,,escalate_hold,batches/batch_086.json,"Genuinely underdetermined - do not decide this from the panel. Shoshoni PD (pop 504) publishes an all-zero 12-month 2024 across all seven offenses, with SRS at 0 reported months and no usable history (0 months in every lane-year 2018-2023). What makes it different from the Palouse zero in this same batch: (a) it is a SINGLE year, not a repeated pattern - the roster NIBRS start is 2024-01-01 and 2024 is the agency's first NIBRS row ever, so a first-year onboarding zero-report is a live explanation; and (b) at 504 people the peer expectation is only 503.4/100k x 504 = ~2.5 offenses/yr, and a true zero year is roughly an 8% outcome - not implausible. The CIUS 0 adds nothing: it is the same submission re-published, not corroboration. Cheap resolvers, in order: pull Wyoming DCI / state UCR published figures for Shoshoni PD 2024; check the 2025 submission - a second all-zero year makes it structural; and confirm whether Fremont County SO or WHP books incidents inside Shoshoni town. Until then, do not publish 0 as an observed value on polygon 5670570 and do not impute over it either - hold it as unresolved.","The two arms disagree and neither is strong enough to override. Absolute plausibility says a zero year for 504 people is reachable; the onboarding pattern says first-year all-zero NIBRS records are usually zero-report artifacts. I could also argue the peer band median is itself biased low because it is contaminated by the token reporters this screen is finding, which would push the expectation up and the zero down - but that is an argument from a contaminated benchmark, not evidence. One external check settles it in minutes, so a confident guess here would be worse than an escalation.",1,x-WY0070400-shoshoni:genuine_zero_year(opus/medium)
c-ME0051300-gouldsboro,token_reporter,ME,ME0051300,-2.0,sol,unclear_escalate,high,explicit_escalate,,escalate_hold,batches/batch_087.json,"Do not replace mechanically; verify monthly NIBRS coverage or Maine/local records before choosing between 2, a one-month uplift, and missingness. EST2024=2 provisional.","Full-NIBRS zeros while SRS records only 1-3 months, and 2024 carries person offences rather than the historic property mix; annualizing one month to 24 is unstable.",1,c-ME0051300-gouldsboro:token_reporting_flag(opus/medium)
c-CA0130300-calipatria,token_reporter,CA,CA0130300,-18.0,opus,unclear_escalate,medium,explicit_escalate,genuine_low_crime;unclear_escalate,escalate_hold,batches/batch_088.json,"Genuinely underdetermined; do not rule on this packet. Interim handling: retain EST2024 = 18 observed pending resolution — it is a positively-reported count with a coherent mix, and the peer-fill alternative (6,020 x 1096.9/100k => ~66) would fabricate roughly 48 offenses on a hypothesis I cannot verify. Two specific checks resolve it. (1) DENOMINATOR: Calipatria hosts Calipatria State Prison, and CDCR facilities are counted in the host place's census population while being policed by their own ORI, not the city PD. If a large share of FBIpop 6,020 is group-quarters inmate population, the true policed denominator may be ~2,000-2,700, which moves the rate from 299/100k to ~670-900/100k — at or near the band peer median of 1,096.9, and the single screen arm that fired disappears. Verify the group-quarters share of place 0609878 against the FBI population-served figure. (2) COVERAGE: roster NIBRS start is 2024-01-01, so 2024 is the agency's first NIBRS year, and the Return-A record shows only 9 months against a 12-month batch header. Confirm whether all 12 months and all seven offense streams were actually onboarded, since first-year NIBRS agencies commonly go live with incomplete stream coverage. If the prison share is confirmed and 12-month coverage holds, this becomes credible_low_crime; if coverage is 9 months with streams missing, it becomes a partial year at 9 believable months.","Escalating because every discriminator available in this packet is either absent or compromised, and the two hypotheses that survive point in opposite directions on the repair. Own-history is unusable by construction: 2018 is SRS 0/1mo, 2019 SRS 0/12mo, and 2020-2023 are all SRS 0/0mo, so the agency has no positive full year to baseline against and composition cannot be scored at all — the screen itself fired as c1 PEER-ONLY. The peer-rate arm is therefore the sole evidence, and a rate test is exactly the instrument that a prison-inflated denominator breaks; I can identify that mechanism but cannot quantify it from the packet, and guessing the group-quarters share would be fabricating the number that decides the case. Against a token-report reading: the 2024 value is a positive count with a plausible internal structure for a small Imperial County city (4 aggravated assault, 8 burglary, 4 larceny, 2 MVT, zero murder/rape/robbery), burglary-weighted as expected, so this is not a shell submission or a blank-as-zero artifact — CIUS printed a real positive rather than a zero. Against a fully credible reading: the 12-month NIBRS batch header is contradicted by a 9-month Return-A record, and a 2024-01 NIBRS start means the '12 months / high tier / weight 1.0' standing is an assumption applied to an agency's very first year in the lane, with no prior year to check it against. Correct escalation beats a confident ruling in either direction here.",1,c-CA0130300-calipatria:genuine_low_crime(sol/medium)
c-CA0479945-highway-patrol-yreka-area,token_reporter,CA,CA0479945,52.0,opus,token_reporting_flag,medium,intra_arm_replication_conflict,genuine_low_crime;token_reporting_flag,flag_review,batches/batch_011.json,"Packet-taxonomy sub-verdict: token_report_treat_as_partial / incomplete-submission. The 2024 NIBRS row (16 on a claimed 12-month batch header) must not stand as a measured full year. Do NOT fabricate a month count from the collapse ratio — deriving 'about 3 months' from the baseline and then annualising by it just reproduces the baseline, which is a result-fitted knob. The honest repair is to demote the 2024 row to unknown-coverage and fill from own history: 2022=77 and 2023=59 give hist_median 68; a log-linear trend through 77->59 gives ~45-48. Anything in the 45-70 band is defensible; 16 is not. EST2024=16 [observed] is NOT a defensible repair. Materiality note: this ORI is crosswalked at w=1 to the California statewide overlap layer, so its mass is smeared over the whole state and the block-group impact of either choice is negligible — the correct action is to record the flag and, if a fill is applied, mark it fabricated rather than observed.","(a) 16 is 23.5% of the agency's own 2022-2023 full-year median of 68 — arithmetically about three months of its own workload under a header claiming twelve. (b) The packet's 'composition NOT distorted' finding does not support authenticity and should not be read as if it did: a uniform 15-29% retention across every stream against a 24% aggregate is precisely the signature of multiplicative coverage loss (month truncation scales all streams equally), whereas a genuine change in crime moves streams differentially. COMPOSITION OVER SLOPE cuts against credibility here, not for it. (c) Absolute plausibility is the reason this is medium and not high: 12 MVT + 3 larceny + 1 aggravated assault is a reachable annual level in isolation for a CHP area office, so the level alone does not condemn it — but a 4.25x single-year drop has no California analogue (statewide MVT fell on the order of 15-20% in 2024, not 71%). (d) The peer arm is structurally blind (FBIpop 0 in every year), so own history is the only arm speaking, and it rests on just two clean baseline years (2022, 2023) after a 2021-11 NIBRS onboarding. (e) The shape 13(2mo) -> 77 -> 59 -> 16 is an instance of the state-police post/area-office sawtooth already characterised in this repo as a national multi-state reporting-instability artifact, not a crime pattern.",1,c-CA0479945-highway-patrol-yreka-area:genuine_low_crime(sol/medium)
a3-CO-durango-vs-fort-lewis-college,ambiguous_twin,CO,CO034019E|CO0340500,29.0,opus,superseded_ori,high,intra_arm_replication_conflict,same_agency_merge;superseded_ori,merge_dedupe,batches/batch_027.json,"One agency — Fort Lewis College Police Department — filing under two ORI keys, with the panel's name fields crossed, which is what makes this look like ""Durango vs Fort Lewis College"". CO034019E shows as ""DURANGO"" only because its ORI7 block is CO03401 (Durango PD's numeric block) and the 9E campus suffix inherited the block's name; the 2024 roster names CO034019E ""Fort Lewis College"" (University or College, La Plata County, NIBRS start 2004-07-01). CO0340500 is the legacy La Plata-block ORI whose own crosswalk name is already ""fort lewis college police department"" and which is ABSENT from the 2024 roster. CANONICAL / SURVIVOR: CO034019E. The single deciding fact: CO0340500's SRS total equals CO034019E's NIBRS total in every single year — 25, 32, 12, 18, 23, 24, 29 across 2018-2024 — while CO0340500's SRS month labels are partial (10, 11, 10, 10, 11, 12, 11) and CO034019E's NIBRS is 12 months throughout. That is one NIBRS submission back-converted into Return-A under a second ORI key, with month counts derived from which months carried incidents; two agencies do not match to the unit for seven consecutive years. Note the scope: this is NOT a 2024-only or post-break duplicate — the same 12-32 counts have been double-published every year 2018-2024 on the Colorado statewide overlap layer, so the fix is retrospective across the whole window. Correct 2024 mass: 29, once, under CO034019E (the 2018 CIUS 27 vs NIBRS 25 gap is a publication-vintage difference in the same submission, n","Same county, same institution (once the crossed name fields are untangled by the roster and the crosswalk name), same footprint, and identical non-zero vectors in six of seven years. The mechanism is visible in the month labels: a NIBRS submission at 12 months in one lane, back-converted into Return-A at 10-11 months under the other key, with totals equal to the unit — the packet's own lane-independence note says the FBI back-converts NIBRS into Return-A, and this is that artefact split across two ORIs. Roster presence gives the direction (CO034019E listed and NIBRS-active since 2004; CO0340500 absent). Absolute plausibility also rules out the surface reading of the names: Durango PD serves ~19,000 people and would report hundreds of Part-I offenses, whereas CO034019E reports 12-32 a year on population-served 0 with a rape-and-larceny campus mix — it is the college, not the city.",0,still open - see supervisor_escalations.csv
c-IL0240000-edwards,token_reporter,IL,IL0240000,10.0,opus,unclear_escalate,medium,intra_arm_replication_conflict,genuine_low_crime;unclear_escalate,escalate_hold,batches/batch_035.json,"Genuinely underdetermined; do not rule from this packet and do not fabricate a fill. What would resolve it: (a) the Edwards County Sheriff's own 2024 monthly incident counts, or an ISP / ICJIA agency-level 2024 extract, and (b) verification of the 2023 rape count (5), which single-handedly drives the entire baseline this case is being judged against. Interim handling: leave EST2024=3 observed in place under a low-confidence flag. A fill computed off one anomalous baseline year would be worse than the observation - the pipeline's own-history route has only 2023 to work with, and the peer route (522.7/100k x 2,783 = 14.5) would be fabricating a 5x increase off a peer median for an agency with no established level of its own.","The own-history arm rests on exactly ONE baseline year and that year is itself anomalous. 2018-2021 are all 0-month non-reports - the agency was simply absent from UCR - so there is no pre-transition level to compare against. The only 12-month year is 2023 (13), whose composition is 5 rapes in a ~2,752-population sheriff jurisdiction (~180/100k, roughly 4x the national rate); a baseline built on that is not a stable reference, and the 'larceny 0 vs baseline 2, MVT 0 vs baseline 3' comparisons are one year's counts dressed as a baseline. The agency is a brand-new NIBRS reporter (start 2022-07) whose entire record is 2, 13, 3 - the volatility of a reporter standing up the system, not a measurable level. On absolute plausibility, 3 Part-I offenses for ~2,783 rural unincorporated residents (101/100k) is low but not outside reach for a county of Edwards' size, and 9 of 12 Return-A months are on record, so there is no month-coverage story either. Neither credible_low_crime nor a token flag is supportable on this evidence; the peer-rate floor is the only arm firing cleanly and a rate floor alone cannot make this call.",1,c-IL0240000-edwards:genuine_low_crime(opus/medium)
c-IL0320300-mazon,token_reporter,IL,IL0320300,5.0,opus,token_reporting_flag,medium,intra_arm_replication_conflict,genuine_low_crime;token_reporting_flag,flag_review,batches/batch_046.json,"Not credible enough to publish as a measured zero; packet-vocabulary verdict: structural_zero_treat_as_missing. This is the weakest of the flags in this batch - flag it, but the honest repair is 'unknown', not a confident number. EST2024=0 observed is not defensible. If a fill is required, the peer band for local_police pop <=1,000 (503.4/100k x 981 = 4.9) and the agency's only clean 12-month pre-transition year (2019 = 5) converge on ~5. Do NOT fill from the two nearest years (2022 = 1 on 2 NIBRS months, 2023 = 1) - those are the years under suspicion. Also: the 2020 CIUS row (3) is a larceny-stripped 6-row publication preferred over the SRS submission (11) - 2020 under-published by ~73% for this ORI.","Distinguished from Tower Lakes and Grand Ridge in this same batch by one mechanism-grounded test: has the agency ever filed a verified zero? Mazon's other zero years (2018, 2021) are both 0-month non-reports, so it has never demonstrated that it files zero-report months - its zeros are absences, not measurements. Tower Lakes (2019) and Grand Ridge (2018) each have a zero sitting on 12 reported Return-A months, which is why their 2024 zeros stand and this one does not. BLANK-AS-ZERO applies squarely: the CIUS 0 is published as 12 months on a Return-A record of ZERO submitted months, and the only completeness claim is a NIBRS batch header that cannot be distinguished from an administrative default. Against the agency's only clean pre-transition full year (2019 = 5) a zero is a ~0.7% outcome; the 2020 SRS record (11 on 8 months) puts the pre-transition level higher still. The counterargument is real and is why confidence is medium rather than high: for a 981-person village the current-regime level looks like lambda ~ 1 (2022 and 2023 both filed 1), under which a zero is a 37% outcome - but that low regime begins exactly at the ISP NIBRS transition that produced 0-month non-reports across this entire batch, so it is the thing in question rather than evidence for the zero.",1,x-IL0320300-mazon:genuine_zero_year(sol/medium)
c-AL0380900-taylor,token_reporter,AL,AL0380900,4.0,opus,genuine_low_crime,medium,intra_arm_replication_conflict,genuine_low_crime;unclear_escalate,accept_observed,batches/batch_048.json,"Packet-level verdict: credible_low_crime. EST2024 = 0 [observedx7] is defensible and should stand; no fill. This agency's level is verified at ~2 offences a year across four separate well-covered NIBRS years — 2019 SRS 1/12mo, 2021 NIB 2/11mo, 2022 NIB 3/9mo, 2023 NIB 2/11mo — so a zero year is expected roughly one year in eight. The single 7-offence year (2018) that the screen uses as the sole baseline is six years stale and is what makes the own-history arm fire. Materiality note: even under the opposite reading the correct value is ~2, so the published 0 understates Taylor town by at most two offences (0 vs ~86 per 100k), which does not change the substantive picture for the place.","ABSOLUTE PLAUSIBILITY clears it. Unlike Blountsville and Slocomb — same state, same class, similar population — Taylor has no recent history of double-digit counts to collapse from. Its verified recent level is 1-3 offences a year, i.e. lambda ~2.4, giving P(zero) about 9 percent. A town of 2,324 with a small PD adjacent to Dothan, where the Geneva/Houston county sheriffs carry much of the call volume, is a plausible zero-year jurisdiction. Composition carries no signal (uniform zero), and the packet itself notes the 7-offence baseline is too small a base to score. I weighed the contrary evidence and found it insufficient to overturn: the 2024 CIUS 0/12mo row has the BLANK-AS-ZERO shape (SRS 2 months; CIUS is the frozen Return-A master file, not independent; NIB back-converted from the same submission), the agency has never posted a verified 12-month zero, and it has lapsed before (2020: 0 on 2 months in both lanes). Those keep confidence at medium rather than high — but they bear on the completeness label, not on the number, since every candidate repair returns 0-3. Escalating a case whose repair cannot move the published count by more than two offences would be over-escalation.",1,x-AL0380900-taylor:misread_missing(opus/medium)
c-IA0620200-new-sharon,token_reporter,IA,IA0620200,4.0,opus,unclear_escalate,medium,intra_arm_replication_conflict,token_reporting_flag;unclear_escalate,escalate_hold,batches/batch_048.json,"Genuinely underdetermined between ordinary small-town noise and a thin filing; I decline to name a 2024 value. What escalation should resolve: obtain Mahaska County SO coverage for New Sharon, or the agency's actual 2024 monthly NIBRS incident dates, to establish whether the year was truly covered. If it must be decided without that, accepting EST2024=1 (observed) is the lower-risk error — the dispute is a 4-count difference on a 1,243-person polygon (observed 1 versus an own-baseline fill of 5 or a peer-basis ~9), which is immaterial to any downstream block-group index. Do NOT fabricate a peer fill of ~9 here: that would be nearly double the agency's only real full-year observation.","I initially leaned to flag this on the Return-A coverage collapse from 5 months in 2023 to 1 month in 2024, then checked that field against the agency's own series and it does not survive: 2018 = 3 offenses on 3 SRS months, 2019 = 6 on 6, 2023 = 5 on 5, 2024 = 1 on 1. Four exact matches means the Return-A month count for this filer is a deterministic function of the offense count — it is counting months in which a nonzero form was generated — so it carries NO independent coverage information and cannot be used as evidence of a thin year. (I verified this reading is filer-specific: for the sheriffs in this batch, months exceed Part-I counts, so there the field is a real coverage measure.) That removes the structural arm entirely. What remains is 1 against an own full-year baseline of 5, which is a P(X<=1 | lambda=5) = 4% tail — suggestive but not sufficient to overturn an observation. ABSOLUTE PLAUSIBILITY does not reject it either: 1 index offense in an isolated rural town of 1,243 is a reachable outcome, unlike the 1,600-6,500-population cases elsewhere in this batch. Composition cannot discriminate at n=1 versus n=5 (a burglary where the baseline held larceny and MVT is pure small-number churn). The agency's chronically intermittent filing history is a real concern but cuts both ways — it is equally consistent with a small department that genuinely has little to report. Correct escalation beats a confident guess on a case this finely balanced.",1,c-IA0620200-new-sharon:genuine_low_crime(sol/medium)
c-IL0790900-ruma,token_reporter,IL,IL0790900,3.0,opus,unclear_escalate,medium,intra_arm_replication_conflict,token_reporting_flag;unclear_escalate,escalate_hold,batches/batch_052.json,"Genuinely underdetermined between (a) a truly crime-free year for a 309-person village and (b) a state-filed zero-report standing in for an agency that produces no records. WHAT WOULD RESOLVE IT — a single checkable fact, not more panel data: whether the Illinois NIBRS program files 12 monthly zero-reports on behalf of small agencies that lack a NIBRS-capable RMS. If it does, the 12-month NIBRS batch header on an all-zero vector is a certification-of-participation artifact and this ORI (plus Cowden, Ellis Grove, and by extension Pleasant Hill and Bluffs) is silent-agency territory requiring imputation. If it does not, the zero stands. That one determination settles the whole zero-case class in this batch at once, which is why escalating beats guessing here. DO NOT rely on SRS=0 months as evidence either way: for a NIBRS back-converted agency a zero count mechanically produces zero Return-A records, so it is implied by the zero rather than independent of it. Pending resolution, I would not overturn EST2024 (reported 0 -> estimated 0); if the state-zero-report mechanism is confirmed, route place 1766287 to the silent-agency-territory imputation path rather than publishing a hard zero.","ABSOLUTE PLAUSIBILITY does NOT fail here, which is the crux: for a village of 309 people, zero Part-I offenses in a year is a reachable outcome, and the agency's own baseline is only 3/yr, so a single zero year has P = e^-3 ~ 5%. Unlike Pleasant Hill (24 -> 0) the step is small: 4, 3, 2, 3, then zeros. The break also does NOT coincide with the lane change — NIBRS started 2021-01-01 and the first NIBRS year (2021) was positive at 3 with a 12-month header, so the transition-artifact story that carries Bluffs does not apply cleanly. Against that: three consecutive all-stream zeros at a rate of 3/yr would be P ~ 1e-4, which is decisive only if the rate is really still 3 — for a village this small the rate is unstable, and at a plausible true rate of 1/yr three zeros is ~5%. The two readings are close enough in likelihood that the panel evidence cannot separate them, and the deciding fact is external to the panel. Confidence is medium: I am reasonably sure this is genuinely underdetermined rather than a case I am failing to crack, because I identified the specific external fact that resolves it and confirmed that every in-panel discriminator (composition, months, break location, absolute level) is either silent or non-decisive.",1,x-IL0790900-ruma:misread_missing(opus/medium)
