case_id,state,oris,provenance_kind,verdict,downstream_action,believable_months,arm,confidence,mass_hint,replicate_conflict,needs_review,detail,cleanup_pass,cleanup_reason,original_class,residue_pass,merged_from,final_pass,final_reason
b2-IL0921800-fithian,IL,IL0921800,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,high,0.0,0,0,"Carry 0 as observed for 2024, 12 months believable; no fill, no uplift. Separate defect to log, not affecting this ruling: the 2020 CIUS row is a genuine blank-as-zero artifact (12-month label on a 0-month SRS record, no NIBRS row that year, only 6 of 7 offense rows with larceny absent) and should be dropped from this ORI's own-history baseline rather than counted as an observed zero year.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-IL0921900-henning,IL,IL0921900,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,high,0.0,0,0,"Carry 0 as observed for 2024, 12 months believable; no fill, no uplift. Log the 2020 CIUS row as a blank-as-zero artifact (12-month label on 0-month SRS, no NIBRS row, 6 of 7 offense rows) and exclude it from own-history baselines.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-IL0922000-indianola,IL,IL0922000,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,medium,0.0,0,0,"Carry 0 as observed for 2024, 12 months believable; do not peer-fill (a fill would fabricate ~1.1 offences onto a 218-person village against five affirmative zero filings). Flag for a coverage/footprint review rather than a fill: this ORI has never transmitted a positive, so verify whether Vermilion County Sheriff answers calls inside place 1737348 before the exclusive w=1 crosswalk is treated as a measured-zero polygon. Also correct the 'seven consecutive zero years' count: 2020 is a blank-as-zero artifact (12-month label on 0-month SRS, no NIBRS row, 6 of 7 offense rows) and the 2021 NIBRS 12-month header contradicts the roster NIBRS start of 2021-10-01, so the defensible evidence is five real full-year zeros, not seven.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-IN0740600-chrisney,IN,IN0740600,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,low,0.0,0,0,"Carry 0 as observed for 2024, 12 months believable — but carry it as low-confidence and flag the ORI. Do not send the year missing: with the last real filing in 2019 the own-history fill rule (real report within 2 years) fails, so a fill would come from peers and fabricate ~2.4 offences for a 469-person town whose every actual filing has been a zero. What would settle it, if the supervisor wants it settled: Indiana sworn-officer employment/roster evidence that Chrisney PD had staff in 2024, or a Spencer County Sheriff coverage agreement for Chrisney town. Recommend a coverage/footprint review of the exclusive w=1 crosswalk to place 1812574 rather than a fill.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-KS0010300-moran,KS,KS0010300,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,low,0.0,0,0,"Carry 0 as observed for 2024, 12 months believable, flagged low-confidence. Do not peer-fill: the last real filing is 2020, so an own-history fill fails the 2-year rule and a peer fill would fabricate ~2.3 offences against four separate zero filings by this agency. Flag for a coverage/footprint review — verify whether Allen County Sheriff answers calls inside place 2048125 before the exclusive w=1 crosswalk is treated as a measured-zero polygon.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-KS0850200-assaria,KS,KS0850200,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,low,0.0,0,0,"Carry 0 as observed for 2024, 12 months believable, flagged low-confidence. Do not peer-fill: last real filing is 2020, so own-history fill fails the 2-year rule and a peer fill would fabricate ~2.1 offences against four zero filings. Flag for a coverage/footprint review of the exclusive w=1 crosswalk to place 2002850 (whether Saline County Sheriff answers calls in Assaria city).",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-KY0561400-woodlawn-park,KY,KY0561400,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,medium,0.0,0,0,"Carry 0 as observed for 2024, 12 months believable; no fill. Flag the footprint, not the count: at pop 928 in a residential enclave inside Jefferson County, the exclusive w=1 crosswalk to place 2184576 should be reviewed against the Louisville Metro ORI's coverage. If LMPD answers calls inside the enclave, the ORI zero is true while the polygon zero is wrong — that is a coverage/allocation defect with no token in this vocabulary, and it must not be repaired by filling this agency-year.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-KY0660100-hyden,KY,KY0660100,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,medium,0.0,0,0,"Carry 0 as observed for 2024, 12 months believable; no fill. Flag for a coverage/footprint review rather than a fill: never-positive across seven filing years at a county seat of ~280 warrants checking whether Leslie County Sheriff or KSP take the Part-I reports inside place 2138908 before the exclusive w=1 crosswalk is treated as a measured-zero polygon.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-KY0980200-elkhorn-city,KY,KY0980200,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,medium,0.0,0,0,"Carry 0 as observed for 2024, 12 months believable; no fill. Note for the footprint queue: pop 965 is the largest in this batch, so if the aggregate index shows the Elkhorn City polygon (place 2124382) as an implausible cold spot, the fix belongs in coverage/allocation against the Pike County Sheriff and KSP ORIs, not in filling this agency-year.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-KY1020100-livingston,KY,KY1020100,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,high,0.0,0,0,"Carry 0 as observed for 2024, 12 months believable; no fill, no uplift. Note on the neighbouring years: the 2022 and 2023 CIUS zeros sit on 1-month and 2-month SRS submission records, i.e. inside the blank-as-zero window, and are rescued only by their own NIBRS 12-month headers — they should not be cited as independent corroboration of the 2024 zero. 2024 stands on its own 12-month NIBRS header.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-KY1140400-woodburn,KY,KY1140400,cleanup_merged_packet,unclear_escalate,retain_current_flag_review,,sol,low,0.0,0,1,Obtain Woodburn Police Department's 2024 incident-level RMS/UCR extract or an official Warren County policing-transfer agreement showing whether incidents were reported under the sheriff's ORI.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,supervisor_wholesale_ruling,"supervisor wholesale ruling (docs/STATE.md, Stage 1 adjudication CLOSED): explicit escalation at mass <= 1.0 -> retain the current published value and carry flag_review; the state-UCR / Clery lookup that would settle it is not worth blocking the release at this mass. The reviewer's unclear_escalate verdict stands; only the disposition is supervised."
b2-LA0190300-wilson,LA,LA0190300,cleanup_merged_packet,unclear_escalate,retain_current_flag_review,,sol,low,0.0,0,1,Obtain Wilson Police Department's 2024 incident-level RMS/UCR extract or an official East Feliciana Parish service agreement identifying the ORI under which village incidents were reported.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,supervisor_wholesale_ruling,"supervisor wholesale ruling (docs/STATE.md, Stage 1 adjudication CLOSED): explicit escalation at mass <= 1.0 -> retain the current published value and carry flag_review; the state-UCR / Clery lookup that would settle it is not worth blocking the release at this mass. The reviewer's unclear_escalate verdict stands; only the disposition is supervised."
b2-LA0600900-heflin,LA,LA0600900,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,Carry the observed zero as a complete 12-month 2024 report.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MI2755500-marenisco-township,MI,MI2755500,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,Carry the observed zero as a complete 12-month 2024 report.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MI3264400-owendale,MI,MI3264400,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,Carry the observed zero as a complete 12-month 2024 report.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MN0010200-mcgregor,MN,MN0010200,cleanup_merged_packet,unclear_escalate,retain_current_flag_review,,sol,low,0.0,0,1,Obtain McGregor Police Department's 2024 incident-level RMS/UCR extract or an official Aitkin County service agreement identifying where McGregor incidents were reported.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,supervisor_wholesale_ruling,"supervisor wholesale ruling (docs/STATE.md, Stage 1 adjudication CLOSED): explicit escalation at mass <= 1.0 -> retain the current published value and carry flag_review; the state-UCR / Clery lookup that would settle it is not worth blocking the release at this mass. The reviewer's unclear_escalate verdict stands; only the disposition is supervised."
b2-MN0181300-cuyuna,MN,MN0181300,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,Carry the observed zero as a complete 12-month 2024 report.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MN0280500-hokah,MN,MN0280500,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,Carry the observed zero as a complete 12-month 2024 report.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MO0050700-washburn,MO,MO0050700,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,Carry the observed zero as a complete 12-month 2024 report.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MO0191200-east-lynne,MO,MO0191200,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,high,0.0,0,0,Carry the observed zero as a complete 12-month 2024 report.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MO0470400-arcadia,MO,MO0470400,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,high,0.0,0,0,"Carry the published 0 as observed for 2024, 12 believable months. No uplift, no fill, no flag.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MO0540900-napoleon,MO,MO0540900,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,medium,0.0,0,0,"Carry the published 0 as observed for 2024, 12 believable months. No uplift, no fill.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MO0980600-emma,MO,MO0980600,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,medium,0.0,0,0,"Carry the published 0 as observed for 2024, 12 believable months. No uplift, no fill.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MS0610900-puckett,MS,MS0610900,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,medium,0.0,0,0,"Carry the published 0 as observed for 2024, 12 believable months. No uplift, no fill.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-NB0140300-laurel,NE,NB0140300,cleanup_merged_packet,misread_missing,treat_missing_repair,33,opus,medium,0.0,0,0,"The 2024 agency-year must NOT stand as a measured full year. Set it MISSING and fillable. It cannot be filled from own history - every year 2018-2024 is zero, so a hist_median or trend fill returns 0 and reproduces the defect; fill from the size-matched peer lane for local_police at pop 940 (peer median 503.4/100k implies roughly 5 Part-I offences a year for this footprint). Footprint is unchanged: Census place 3126350 'Laurel city', w=1 exclusive.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-NH0033000-roxbury,NH,NH0033000,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,medium,0.0,0,0,"Carry the published 0 as observed for 2024, 12 believable months. No uplift, no fill.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-NH0101000-goshen,NH,NH0101000,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,low,0.0,0,0,"Carry the published 0 as observed for 2024, 12 believable months. No uplift, no fill. Flag this ORI as the weakest ruling in the batch - if the supervisor re-reads one case here, it should be this one.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-OK0200400-butler,OK,OK0200400,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,medium,0.0,0,0,"Carry the published 0 as observed for 2024, 12 believable months. No uplift, no fill.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-OK0270700-nash,OK,OK0270700,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,medium,0.0,0,0,"Carry the published 0 as observed for 2024, 12 believable months. No uplift, no fill.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-TX0030600-angelina-college,TX,TX0030600,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,medium,0.0,0,0,"Carry the published 0 as observed for 2024, 12 believable months. No uplift, no fill. Separately note for Stage 2 (not this verdict): the w=1 footprint is the Texas statewide overlap layer under 'flagged_auto', so this ORI's mass is smeared statewide either way - nothing in the place-level panel turns on this ruling.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-TX0191400-texarkana-college,TX,TX0191400,cleanup_merged_packet,unclear_escalate,retain_current_flag_review,12,sol,medium,0.0,0,1,"Obtain the college's 2024 incident log or Clery statistics and confirmation that its police department, rather than another agency, retained primary policing responsibility; these would determine whether to carry 0 observed or mark the year missing and fillable.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,supervisor_wholesale_ruling,"supervisor wholesale ruling (docs/STATE.md, Stage 1 adjudication CLOSED): explicit escalation at mass <= 1.0 -> retain the current published value and carry flag_review; the state-UCR / Clery lookup that would settle it is not worth blocking the release at this mass. The reviewer's unclear_escalate verdict stands; only the disposition is supervised."
b2-TX0201700-alvin-community-college,TX,TX0201700,cleanup_merged_packet,unclear_escalate,retain_current_flag_review,,sol,medium,0.0,0,1,"Obtain the college's 2024 incident or Clery record and its policing-service arrangement; carry 0 only if those records confirm an active department with no Part-I offenses, otherwise carry missing and fillable.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,supervisor_wholesale_ruling,"supervisor wholesale ruling (docs/STATE.md, Stage 1 adjudication CLOSED): explicit escalation at mass <= 1.0 -> retain the current published value and carry flag_review; the state-UCR / Clery lookup that would settle it is not worth blocking the release at this mass. The reviewer's unclear_escalate verdict stands; only the disposition is supervised."
b2-TX0313300-indian-lake,TX,TX0313300,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,Carry 0 as observed for 12 months.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-TX0780100-crowell,TX,TX0780100,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,Carry 0 as observed for 12 months.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-TX0960200-estelline,TX,TX0960200,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,high,0.0,0,0,Carry 0 as observed for 12 months.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-TX1270500-hawley,TX,TX1270500,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,Carry 0 as observed for 12 months.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
r-GA0850200-milner,GA,GA0850200,residue_merged_packet,genuine_zero_year,retain_zero,,opus,medium,0.0,0,0,"Carry 0 as observed for 2024, with two corrections that the ruling should not be applied without. (1) Provenance: re-point LANE_SELECTED_2024 from cius_publication_annual to nibrs_srs_equivalent_annual. The CIUS row is the frozen Return-A master sitting on 0 SRS filed months and has no independent standing; the NIB row (12 filed months) is the actual measurement and happens to carry the same value. Same number, correct source -- and the CIUS-over-NIB preference is precisely what produced the failures in the two PA cases in this batch. (2) Strike the 'NEVER-POSITIVE HISTORY / 7 consecutive all-lane zero years' signal from any support for this verdict: five of those seven years (2018-2022) have 0 filed months in every lane and carry no information in either direction. The entire basis is the 22 months of genuine NIBRS exposure in 2023 (10 filed months, total 0) and 2024 (12 filed months, total 0). No fill, no uplift.",,qc_flagged_for_reread,published_zero+token_reporter,residue_ruling,x-GA0850200-milner,retained_pre_final,
r-PA0102900-harrisville,PA,PA0102900,residue_merged_packet,misread_missing,treat_missing_repair,1,opus,high,0.0,0,0,"Set the 2024 agency-year MISSING and fillable. The token diagnosis is CORRECT on the facts (1 believable month) but token_reporting_flag is not the operative disposition: 0 x 12/1 = 0, so a partial-year flag republishes the same zero. Fill basis: exposure-pooled own rate = 4 offences over 17 filed months 2018-2023 x 12 = 2.8/yr; the last real report (2023, 5 filed months, 3 larcenies) is within the 2-year recency rule so own-history is admissible. Peer band (0,1000] cross-check: 503.4/100k x 793 = 4.0/yr. Carry ~3/yr, composition all larceny (4 of 4 historical offences are larceny). EXCLUDE 2020, 2021, 2022 (0 filed months) and the 2018 CIUS 12-month zero (2-month submission) from the base; the 'own full-year median 0' is an artifact of those rows.",,both_reject_DIFFERENT_repair,published_zero+token_reporter,residue_ruling,b2-PA0102900-harrisville;c-PA0102900-harrisville,retained_pre_final,
r-PA0103000-prospect,PA,PA0103000,residue_merged_packet,misread_missing,treat_missing_repair,,opus,high,0.0,0,0,"Set the 2024 agency-year MISSING and fillable. Fill basis: anchor on 2019, the ONE demonstrably full-coverage year (12 SRS filed months, total 2 = 1 burglary + 1 larceny) -> 2/yr. Note explicitly that the 2-year own-history recency rule FAILS (2019 is five years back), so the pipeline's default route is the peer band (1000,2500] at 702.6/100k x 1082 = 7.6/yr, which is 3.8x this agency's own measured full-year level; treat 7.6 as an upper bound and prefer the 2019 anchor as a stated override, or blend within 2-7.6. EXCLUDE from the base: 2020, 2021, 2022, 2023 (0 filed months each), the 2018 CIUS zero (1-month submission), and the 'full-year median 0' computed from them.",,both_reject_DIFFERENT_repair,published_zero+token_reporter,residue_ruling,b2-PA0103000-prospect;c-PA0103000-prospect,retained_pre_final,
r-PA0111900-blacklick-township,PA,PA0111900,residue_merged_packet,misread_missing,treat_missing_repair,1,opus,medium,0.0,0,0,"Set the 2024 agency-year MISSING and fillable. Token diagnosis is right (1 believable month) but token_reporting_flag republishes the zero (0 x 12/1 = 0), so it is not the operative disposition. Fill basis: own-history must be BLOCKED entirely - this ORI has no positive Part-I count in any lane in any year 2018-2024, and its one full-coverage year (2019, 12 filed SRS months) is itself all-zero at pop 1,877, i.e. a zero-filer year, not a measurement. Using it as a base rate is the own-history-laundering error in its purest form. Use the peer band (1000,2500] at 702.6/100k x 1865 = 13.1/yr. FLAG FOR STAGE 2: if West-of-Cambria PSP or county coverage actually handles this township's incidents, the 13.1 fill may double count against the state lane; the footprint (cousub 4202106736, w=1 exclusive, provisional_auto) is the thing to re-examine, not this verdict.",,both_reject_DIFFERENT_repair,published_zero+token_reporter,residue_ruling,b2-PA0111900-blacklick-township;c-PA0111900-blacklick-township,retained_pre_final,
r-PA0113500-loretto,PA,PA0113500,residue_merged_packet,misread_missing,treat_missing_repair,,opus,medium,0.0,0,0,"Set the 2024 agency-year MISSING and fillable. Fill basis: own-history is INADMISSIBLE and must be blocked - 9 filed months across 2018-2023, all zero, no positive count in any lane in any year, no full-coverage year ever, and the last filed month is 2019 (recency rule fails). Use the peer band (1000,2500] at 702.6/100k x 1161 = 8.2/yr. CAVEAT to verify in Stage 2 (external knowledge, not verifiable from this packet): Loretto borough hosts Saint Francis University, whose campus offences would be carried by a separate university ORI in the CIUS Table 9 lane; if that ORI's footprint overlaps cousub 4202144704, a full residential peer fill on this borough polygon would partly double count, and the fill should be reduced accordingly.",,both_reject_DIFFERENT_repair,published_zero+token_reporter,residue_ruling,b2-PA0113500-loretto;c-PA0113500-loretto,retained_pre_final,
r-PA0155300-west-nottingham-township,PA,PA0155300,residue_merged_packet,misread_missing,treat_missing_repair,,opus,high,0.0,0,0,"Set the 2024 agency-year MISSING and fillable. Fill basis: peer band (2500,5000] at 929.7/100k x 2875 = 26.7/yr. Own-history must be BLOCKED: the only 12-filed-month year (2019, pop 2,700) is all-zero, i.e. a zero-filer year rather than a measurement, and the 0-month tail 2021-2023 carries no information; the packet's 'full-year median 0' is laundered from exactly those rows. Independent corroboration for the peer magnitude: the one month this agency ever filed with content (2020, 2 larcenies on 1 filed month) annualises to 24/yr, within 12% of the peer figure - so the peer fill is not an inflation, and the 2019 twelve-month zero is what is anomalous.",,both_reject_DIFFERENT_repair,published_zero+token_reporter,residue_ruling,b2-PA0155300-west-nottingham-township;c-PA0155300-west-nottingham-township,retained_pre_final,
r-PA0261500-luzerne-township,PA,PA0261500,residue_merged_packet,misread_missing,treat_missing_repair,,opus,high,0.0,0,0,"Set 2024 MISSING and fillable; drop the CIUS 0 (currently observed x7, tier hi, w=1.0). Believable measured months in 2024 = 1 (SRS filed 1 of 12). A 1-month zero uplifts to zero (0 x 12/1 = 0), so a partial-year flag would republish the identical zero — that is why the year goes missing rather than getting an uplift. FILL BASIS, anchored on the years with both real filed exposure and demonstrated records: 2020 (4 Part-I on 4 filed months) and 2022 (1 on 1) => ~0.83 Part-I per filed month ~= 10/yr, composition larceny-dominant (2020 was burglary 1 + larceny 3). Cross-checks that disagree, stated so the fill is not carried as precise: the only 12-filed-month year (2019) recorded 0 over 12 months, supporting ~0/yr; the peer band (local_police, 5,000-10,000) puts pop 5,127 at ~56/yr. Anchors span 0-56, so fill at the own-history figure (~10/yr) and carry it at the lowest confidence tier, never as a high-tier value. DO NOT anchor on 2021-2024 (0, 1, 0, 1 filed months) or on the packet's 'CIUS own median 0' from 2018-2019 — that is the degraded tail. Footprint is exclusive w=1 to cousub 4205145560 with no competing ORI in the packet, so a fill does not double count. The PA State Police ",,both_reject_DIFFERENT_repair,published_zero+token_reporter,residue_ruling,b2-PA0261500-luzerne-township;c-PA0261500-luzerne-township,retained_pre_final,
r-PA0372100-little-beaver-township,PA,PA0372100,residue_merged_packet,misread_missing,treat_missing_repair,,opus,medium,0.0,0,0,"Set 2024 MISSING and fillable; drop the CIUS 0. Believable measured months in 2024 = 0 — the agency submitted nothing to the FBI for 2024, so there is no partial year to uplift and no observation to keep. FILL BASIS must be PEER-ONLY: own history is unusable rather than merely low — 2 filed months across the 72 months of 2018-2023 (1 in 2018, 1 in 2019), and never a positive count in any lane in any year. Using that all-zero series as a base rate is the own-history-laundering error in its pure form, since the 'history' is 70 of 72 months unfiled (a 95% upper bound off 2 zero-months is ~18/yr, i.e. no constraint at all). Peer anchor: local_police (1,000-2,500] median 702.6/100k x 1,195 => ~8.4 Part-I/yr, composition weighted to larceny. CAVEAT ON THE REPAIR: an ORI that filed 2 months in 7 years while staying on the roster is the profile of a nominal department with PA State Police doing the actual patrol; if a PSP ORI's footprint covers cousub 4207343824 in the panel, this fill must be suppressed rather than added, or the township is counted twice. On the packet as given the polygon is exclusive w=1 to this ORI with no competing ORI, so the peer fill stands, but run the PSP-coverag",,both_reject_DIFFERENT_repair,published_zero+token_reporter,residue_ruling,b2-PA0372100-little-beaver-township;c-PA0372100-little-beaver-township,retained_pre_final,
r-PA0482800-walnutport,PA,PA0482800,residue_merged_packet,misread_missing,treat_missing_repair,,opus,high,0.0,0,0,"Set 2024 MISSING and fillable; drop the CIUS 0. Believable measured months in 2024 = 1 (SRS filed 1 of 12); 0 x 12/1 = 0, so a partial-year flag republishes the same zero and cannot settle the case. FILL BASIS is well anchored on this agency's own filed exposure: 17 filed months across 2018-2023 (1/10/3/0/2/1) carrying exactly 1 Part-I offence (a single larceny in 2022) => ~0.06 per filed month ~= 0.7 Part-I/yr, and the last near-full-coverage year (2019, 10 filed months) measured 0. Fill ~= 1 Part-I/yr, larceny. The peer band (1,000-2,500] at 702.6/100k x 2,090 => ~14.7/yr is 20x the own rate and should be carried as an UPPER BOUND only, not as the fill — 17 months of the agency's own exposure outrank a band median. DO NOT anchor on the 2023-2024 tail (1 filed month each). Practical panel effect is small (0 -> ~1), but the year must stop carrying a tier-high weight-1.0 'measured' zero. Footprint exclusive w=1 to cousub 4209580800, no competing ORI, so no double count. Note the roster's NIBRS start of 2025-05-01 with no NIBRS row in any year: 2025+ arrives in a different lane, so this 2024 gap is a reporting seam and must not later be read as a level change.",,both_reject_DIFFERENT_repair,published_zero+token_reporter,residue_ruling,b2-PA0482800-walnutport;c-PA0482800-walnutport,retained_pre_final,
r-PA0544700-branch-township,PA,PA0544700,residue_merged_packet,misread_missing,treat_missing_repair,,opus,high,0.0,0,0,"Set 2024 MISSING and fillable; drop the CIUS 0 (and treat the 2023 CIUS 0 as the same artefact — it too sits on 0 filed months). Believable measured months in 2024 = 0 (the agency submitted nothing): no partial year, no observation. FILL BASIS: 2018 is the one demonstrably full-coverage year in the window (SRS 12 filed months, total 0, at pop 1,747), so this agency has an attested full-year zero at essentially the same population; anchored there the fill is ~0-1 Part-I/yr, with the 13 filed months of 2018-2019 giving a 95% upper bound near 2.8/yr. The peer band (1,000-2,500] at 702.6/100k x 1,764 => ~12.4/yr is an upper bound only — a measured 12-month zero from the agency itself outranks a band median. Recommend filling at ~1/yr (larceny) at the lowest confidence tier. DO NOT anchor on 2020-2023 (zero filed months in all four years) and do not treat the CIUS 2023 zero as a data point, since it is the same publication default now under review. Footprint exclusive w=1 to cousub 4210708200, no competing ORI, so no double count. Supporting the non-report reading: FBI population served for this ORI swings 1,730 (2020) -> 2,397 (2021) -> 2,402 (2023) -> 1,764 (2024), a +-39% move indica",,disposition_conflict_FLAG/REJECT,published_zero+token_reporter,residue_ruling,b2-PA0544700-branch-township;c-PA0544700-branch-township,retained_pre_final,
r-PA0560100-meyersdale,PA,PA0560100,residue_merged_packet,misread_missing,treat_missing_repair,,opus,high,0.0,0,0,"Set 2024 MISSING and fillable; drop the CIUS 0. Believable measured months in 2024 = 0 (the agency submitted nothing to the FBI). FILL BASIS: the agency's own exposure in the years it actually filed — 8 filed months across 2018-2020 (5/1/2) carrying 3 Part-I offences (2019: 1 larceny; 2020: 1 burglary + 1 larceny) => ~0.38 per filed month ~= 4.5 Part-I/yr, composition burglary + larceny. The peer band (1,000-2,500] at 702.6/100k x 1,999 => ~14.0/yr sits well above that; fill at the own-history figure (~4-5/yr) and treat the peer figure as the upper bound. DO NOT anchor on 2021-2023 (zero filed months in all three years). Also do NOT read the packet's annualised 2019 line (1 offence on 1 filed month rendered as 12, '600% of baseline') as a level — that is a x12 artefact of a single larceny, and the packet's 'median full-year total of 2' is itself drawn from a 2-filed-month year, so it is not a full-year quantity and was not used. Footprint exclusive w=1 to cousub 4211148912, no competing ORI, so no double count.",,disposition_conflict_FLAG/REJECT,published_zero+token_reporter,residue_ruling,b2-PA0560100-meyersdale;c-PA0560100-meyersdale,retained_pre_final,
r-PA0560500-boswell,PA,PA0560500,residue_merged_packet,misread_missing,treat_missing_repair,,opus,medium,0.0,0,0,"Set 2024 MISSING and fillable; drop the CIUS 0 (2023 carries the identical artefact and should go the same way if it is in scope). Believable measured months in 2024 = 0 — and 0 in every year: SRS filed months 2018-2024 are 0 0 0 0 0 0 0, i.e. this ORI has not submitted a single month across the entire 84-month window. There is therefore NO own-history base rate of any kind; the all-zero series is not a low level, it is an empty record, and using it would be the own-history-laundering error at its limit. FILL BASIS must be PEER-ONLY: local_police (1,000-2,500] median 702.6/100k x 1,198 => ~8.4 Part-I/yr, composition weighted to larceny. CAVEAT ON THE REPAIR: an ORI that has never filed a month while remaining on the 2024 CDE roster is the profile of a nominal or dormant department with PA State Police providing actual patrol; if a PSP footprint covers cousub 4211107712 in the panel, this fill must be SUPPRESSED rather than added, or the borough is counted twice. On the packet as given the polygon is exclusive w=1 to this ORI with no competing ORI, so the peer fill stands, but the PSP-coverage check must be run before the fill is published. PA State Police UCR (ucr.pa.gov) would set",,disposition_conflict_FLAG/REJECT,published_zero+token_reporter,residue_ruling,b2-PA0560500-boswell;c-PA0560500-boswell,retained_pre_final,
