# stage1_adjudications registry: token_reporters_adjudicated.csv
# source_registry: state/qa/stage1_adhoc_review/token_reporters_adjudicated.csv
# source_pass: pass 4 (apply_stage1_final_rulings.py) landing on passes 1-3
# rows: live rulings only (the per-class registries hold no superseded rows); the full
#   audit ledger with every superseded instance is state/qa/stage1_adhoc_review/rulings_full.csv
# target_year: 2024
# generated_by: scripts/review/source_audit/promote_stage1_adjudications_to_configs.py
# generated_at: 2026-07-30T01:16:56+00:00
# source_sha256: 0b1e46d6c12b253ff2a18f6b7236e0ed5be3b41ff66d921ce8a36f50bcda0fd6
# rows_written: 431
case_id,target_year,state,oris,verdict,downstream_action,believable_months,repair_value_hint,confidence,needs_review,detail
c-NY0122400-hancock-village,2024,NY,NY0122400,token_reporting_flag,partial_year_uplift,1,12,high,0,1 believable month; annualize the single burglary by 12/1 to ~12. EST2024=1 not defensible; 12 is the direct repair with high uncertainty.
c-NY0195100-durham-town,2024,NY,NY0195100,token_reporting_flag,treat_missing_repair,0,4,high,0,"Structural zero, treat missing: 0 reported months; repair ~4-5 from recent credible state-publication history with peer shrinkage. EST2024=0 not defensible."
c-NY0602100-attica-village,2024,NY,NY0602100,token_reporting_flag,partial_year_uplift,,,high,0,4 months of data; partial-year repair 1x12/4=3 with uncertainty for the tiny base. EST2024=1 not defensible as a complete year.
c-TX0560000-dallam,2024,TX,TX0560000,genuine_low_crime,accept_observed,,,medium,0,"credible_low_crime -- publish the zero. EST2024=0 [observed] is defensible. Do not fill: the agency's own most recent complete year (2023 NIB, 12 months) totals 2, so a median-based fill would fabricate 4-5 offences and smear them into the Texas nonmunicipal remainder. Note for the SCREEN rather than for the value: the 2018-2023 median of 4 and the 2021-2023 median of 5 over-weight 2020-2022 and ignore that 2023 had already fallen to 2, so the c1 own-history arm is measuring 2024 against a level the agency had already left. Same confirming test as the other zeros: whether the 2024 12-month NIBRS feed carries Group-B / Part-II content."
c-IA0620200-new-sharon,2024,IA,IA0620200,genuine_low_crime,accept_observed,,,medium,0,"ORI IA0620200 (NEW SHARON, IA). Panel should carry: 1 as observed for 12 months (published figure stands)."
c-SD0310000-harding,2024,SD,SD0310000,misread_missing,treat_missing_repair,,,high,0,"ORI SD0310000 (HARDING, SD). Panel should carry: MISSING. No own-history fill is defensible because the last positive report was 2020."
c-GA0080300-kingston,2024,GA,GA0080300,token_reporting_flag,partial_year_uplift,,4.9,high,0,"Packet-taxonomy sub-verdict: structural_zero_treat_as_missing, applied to 2022, 2023 and 2024 together rather than to 2024 alone. Own-history fill is barred by the within-2-years rule (nearest real report is 2021 = 5 on 11 months, three years back), so the defensible basis is peer / benchmark-constrained imputation: 503.4/100k x 968 = ~4.9/yr, which sits between the agency's own 2021 level (~5.5 annualised) and its 2018/2020 CIUS baseline (12). Recommend ~5. EST2024=1 [observed] is not defensible. LANE QUESTION ANSWERED: CIUS 1, NIB 1 and SRS 1 are the identical 7-offence vector 0/0/0/0/1/0/0 — one submission rendered three times — so the ladder discarded nothing larger, and the CIUS agreement is not corroboration (CIUS is the Return-A master frozen at publication, verified at 99.88% cell agreement in this repo). Also note the FBIpop jump 744 -> 968 into 2024, which should be checked against an annexation before any per-capita fill is computed."
c-MN0530200-adrian,2024,MN,MN0530200,genuine_low_crime,accept_observed,,,medium,0,Keep 1; EST2024=1 defensible.
c-KS0860000-scott,2024,KS,KS0860000,genuine_low_crime,accept_observed,,,high,0,"Keep 1; EST2024=1 defensible, no uplift."
c-KY0550100-mckee,2024,KY,KY0550100,token_reporting_flag,partial_year_uplift,1,1,high,0,"~1 believable month; mechanical annualization 12, but stabilize toward recent full-year history since one-month scaling is volatile. EST2024=1 not defensible."
c-NB0230000-dawes,2024,NE,NB0230000,token_reporting_flag,partial_year_uplift,3,3,high,0,~3 believable months; annualize 1 to 4. EST2024=1 not defensible as a full year.
c-NJ0132000-interlaken,2024,NJ,NJ0132000,genuine_low_crime,accept_observed,,,medium,0,"Keep 1; EST2024=1 defensible, no uplift or fabricated replacement."
c-NY0223400-black-river,2024,NY,NY0223400,token_reporting_flag,partial_year_uplift,,,high,0,"1-month partial; direct month-ratio estimate 12 offences, with high variance from annualizing one event. EST2024=1 not defensible."
c-PA0095200-ivyland,2024,PA,PA0095200,token_reporting_flag,treat_missing_repair,0,6.6,high,0,"Sub-verdict: structural_zero_treat_as_missing. Believable months in 2024: ZERO. The 2024 SRS row is 0 total on 0 reported months — the agency submitted no month of Return-A data at all. The CIUS 0/12mo row is not a second source: CIUS is the frozen Return-A master (99.88% cell agreement), so it is the same empty submission re-rendered with months_reported=12 supplied by pipeline assumption. This is textbook BLANK-AS-ZERO: a printed zero on a 0-month submission is indistinguishable from an unfilled cell, and uplift cannot rescue it (0 x 12/0). EST2024 = 'observed 0' is NOT a defensible repair — it is the worst available outcome, publishing a hard zero-crime year for a municipal polygon (cousub 4201737304, Ivyland borough, w=1 exclusive) on the strength of no data. Correct handling: mark 2024 missing/imputed, not observed. Fill basis is constrained: the agency's only genuine full year is 2019 (SRS 4 on a real 12 months), five years stale, so the landed 'real report within 2 years' rule blocks own-history fill. Defensible options are (a) peer-band fill at 702.6/100k x 945 = ~6.6, reconciled downward against the agency's own measured 4 (~380/100k), or (b) leave explicitly missing. Reco"
c-PA0200500-cochranton,2024,PA,PA0200500,token_reporting_flag,treat_missing_repair,0,7.7,high,0,"Structural non-report — treat 2024 as MISSING, not as an observed zero. The pipeline's EST2024=0 [observedx7] is NOT a defensible repair: it publishes a number the agency never submitted, at tier 'high'/weight 1.0. Partial-year uplift is also unavailable (0 months x anything = 0). Fill basis: own-history is blocked by the 2-year-recency rule (last real submission 2020, 3 months), so the fill falls to the peer band — 702.6/100k x 1,093 = ~7.7/yr. But this agency has exactly one genuine 12-month submission in the span (2019 SRS, 12 months, total 3), so a bare peer fill overstates its measured level by ~2.5x; recommend a peer fill damped toward that single measured full year, i.e. ~3-8 Part-I/yr, flagged imputed. Also correct 2023, which carries the identical defect (CIUS 0 at '12mo' over a 0-month submission)."
c-PA0221800-wiconisco-township,2024,PA,PA0221800,token_reporting_flag,treat_missing_repair,0,3,high,0,"Structural non-report — treat 2024 as MISSING. EST2024=0 [observedx7] is NOT defensible; 0 submitted months means uplift returns 0 no matter what ratio is applied. Four consecutive years with zero submitted months (2021-2024). Fill ~3-8 Part-I/yr: own-history is blocked by the 2-year-recency rule (last real submission 2020, 3 months), so the peer band governs — 702.6/100k x 1,152 = 8.1 — with the agency's own annualized history spanning 1.7 (2019, 1 on 7 months) to 8 (2020, 2 on 3 months) and its nominal 2018 'baseline' of 3 actually resting on a 3-month submission. Recommend a peer fill in the 3-8 range, marked imputed, and the same correction applied to 2023 (SRS 0 at 0 months, currently in the panel as a zero year)."
c-PA0482100-portland,2024,PA,PA0482100,token_reporting_flag,treat_missing_repair,0,3,high,0,"Sub-ruling: structural_zero_treat_as_missing. 2024 must be treated as missing, not as an observed 0. CIUS prints 0 for 2024 carrying the pipeline's DEFAULTED 12-month label, while the only FBI submission record for 2024 is SRS at 0 reported months — the agency submitted nothing. Because CIUS is the frozen Return-A master (99.88% cell agreement), the CIUS 0 and the SRS 0 are one non-submission rendered twice, not corroboration. Uplift is arithmetically useless (0 x 12/0 months is still 0), so the partial-year route cannot repair it. Correct handling: extend the existing _drop_state_publication_non_reports logic to CIUS all-zero rows whose SRS months = 0, drop the 2024 CIUS row as a non-report, mark 2024 missing, then own-history fill — the most recent real report is 2023 (SRS 3 on 2 months), inside the 2-year window, and the own full-year-equivalent median is ~3. A repaired value near 3 on population 479 is ~630 per 100k, which clears the peer median of 503.4 per 100k, so no peer fill is needed. Apply the same drop to 2019 (0 on 5 months), 2021 and 2022 (0 on 0 months). EST2024 = 0 [observed] is NOT a defensible repair: it publishes a non-submission as a measured zero and hard-codes"
c-PA0092500-hulmeville,2024,PA,PA0092500,token_reporting_flag,treat_missing_repair,,,high,0,Structurally missing with 0 believable reporting months; do not uplift zero; use an explicit peer/history model with substantial uncertainty given incomplete recent years. EST2024=0 not defensible.
c-PA0543400-ryan-township,2024,PA,PA0543400,token_reporting_flag,treat_missing_repair,0,27,high,0,"Sub-ruling: structural_zero_treat_as_missing. CIUS prints 0 at a defaulted 12 months while the only 2024 submission record is SRS at 0 reported months — nothing was submitted, and since CIUS is the frozen Return-A master the two zeros are one non-submission rendered twice. Uplift cannot rescue a zero. The fill is genuinely contested and should be surfaced, not silently chosen: the last real full-year submission is 2019 (4 offences on 12 real months), five years stale and failing the within-2-years own-history rule; the only in-window reports are 2023 (1 on 1 month) and 2020 (1 on 1 month); the peer band (2500-5000) median of 929.7 per 100k on 2,853 population implies ~27. That is a 6x spread between the own-history anchor (~4) and the peer floor (~27), and the choice should be a decision rather than a default. SEPARATE, VERIFIED FOOTPRINT DEFECT: Ryan Township Police Dept (36 N 5th Ave, Barnesville, 570-467-3189) is also the primary department for DELANO TOWNSHIP — the Schuylkill County coverage table lists Delano Township under the same department and the same phone number. The crosswalk assigns this ORI weight 1 EXCLUSIVE to Ryan township cousub 4210766944 only, so the agency's t"
c-AZ0030300-fredonia,2024,AZ,AZ0030300,genuine_low_crime,accept_observed,,,medium,0,"credible_low_crime. EST2024 = 1 observed is defensible and should stand; no fill. Separate item to log, not to repair here: the unexplained regime shift between 2018-2019 (16, 14) and 2020-2024 (3, 10, 3, 3, 1). That break coincides with the 2020-01 NIBRS start and with the agency appearing under two names (crosswalk 'fredonia marshal's office' vs roster 'Fredonia Police Department'), so it is more likely a lane/recording change than a 4-5x real crime drop — but it is a question about 2018-2019, not about the year under review."
c-IL0101100-gifford,2024,IL,IL0101100,genuine_low_crime,accept_observed,,,medium,0,"Packet vocabulary: credible_low_crime. Keep the observed 1. EST2024 = 1 [observedx7] IS a defensible output and should stand; a peer fill (702.6/100k x 875 = 6.1) would be fabrication against this agency's own demonstrated full-year record, and the pipeline correctly selected the Return-A row on 'standing_lane_order'. Two caveats to record rather than act on: (a) the roster NIBRS start of 2024-10-01 is arithmetically incompatible with the NIBRS row's 12-month label (at most 3 months of 2024 fall inside coverage), so the NIBRS lane's completeness claim for this ORI is wrong even though the selected Return-A row is a genuine 12-month filing — the value is unaffected because both lanes agree at 1; (b) the 2020 CIUS row (4, larceny blank, 6 of 7 rows) is a partial-offence total sitting in this agency's baseline and should be replaced by the Return-A reading for baseline purposes."
c-NY0322100-boonville-village,2024,NY,NY0322100,token_reporting_flag,partial_year_uplift,,18.7,high,0,9-month partial; apply 12/9 for ~18.7 offences before integer allocation. EST2024=14 not defensible as a complete year.
c-PA0094100-langhorne-manor,2024,PA,PA0094100,token_reporting_flag,treat_missing_repair,,,high,0,Structurally missing with 0 believable reporting months; do not annualize; if a complete panel is mandatory use an explicitly modelled estimate recognizing the genuinely low baseline. EST2024=0 not defensible.
c-PA0370700-north-beaver,2024,PA,PA0370700,token_reporting_flag,partial_year_uplift,1,8,high,0,"Packet sub-verdict: token_report_treat_as_partial. Believable months = 1 (SRS record). CIUS 1 at '12mo' is the same single-month submission as SRS 1 at 1mo. Correct handling: months_reported=1. Mechanical annualisation gives 1 x 12 = 12, but a one-month window is an unstable base (a single larceny becomes 12), so the honest repair is to treat 2024 as effectively unreported and fill from own recent history, which lands in the same place: 2019 = 6 on 11mo -> 6.5, 2020 = 7 on 7mo -> 12, 2023 = 3 on 2mo -> 18. A defensible 2024 value is ~8-12, i.e. roughly the median of this agency's own annualised real submissions. IMPORTANT SECONDARY DEFECT: the screen's 'own 2018-2023 FULL-YEAR median: 3' is taken from the 2018 CIUS row, which sits on a FOUR-month submission — so the screen is comparing a mislabelled 1-month year against a mislabelled 4-month year and concluding the agency is at 33% of baseline. Both terms are wrong. EST2024 = 1 observed is NOT defensible: 25.4 per 100k for a 3,938-person township is the lowest rate in this batch and is not a reachable crime outcome for a township that recorded 3 property offences in 2 months as recently as 2023."
c-NY0222300-brownville-village,2024,NY,NY0222300,token_reporting_flag,treat_missing_repair,24,1,high,0,"Structural zero, treat missing: no 2024 month submitted; estimate ~1-2 from the credible low-count history rather than retaining zero. EST2024=0 not defensible."
c-CO0480000-phillips,2024,CO,CO0480000,token_reporting_flag,flag_review,,,high,0,"Packet-taxonomy sub-verdict: structural_zero_treat_as_missing. Treat 2024 as a non-report and fill. Two independent bases converge on the same number: the agency's own clean era (2019-2020 mean 6.5/yr) and the peer floor (470.3/100k x 1,251 = 5.9/yr). Recommend ~6. Critically, do NOT use the own 2018-2023 median (=1) — that window is itself contaminated by the 2021 and 2023 zero-reports; any own-history fill must be restricted to 2018-2020. EST2024=0 [observed] is not defensible. Recommend the same missing treatment for 2021 and 2023, which are also 12-month NIBRS zero-reports."
c-IL0860400-bluffs,2024,IL,IL0860400,token_reporting_flag,treat_missing_repair,,,medium,0,"Sub-classification: structural zero at the lane change, treat as missing. Both 2024 lanes are all-seven-zeros (NIB 0/12mo, SRS 0/0mo); the SRS 0-month field is mechanically implied by a zero count for a NIBRS back-converted agency and is NOT independent evidence, so the case rests entirely on where the break falls. RECOMMENDED 2024 VALUE: own-history fill is BLOCKED by the 2-year recency rule (last real report 2020, four years back), so the repair must be peer-based for local_police in the (0, 1000] band, or the place routed to the silent-agency-territory imputation path. The agency's own pre-break level was a stable 2/yr, which for a population of 583 is about 340 per 100k — well below the peer median of 503.4 — so a peer fill will overstate it; a floor at the agency's own demonstrated 2/yr is the more honest target. Current EST2024 (reported 0 -> estimated 0) is not a defensible repair, and the same treatment applies to 2021, 2022 and 2023, which are the identical structural zero. Minor secondary note: this ORI has no plc value on its panel line and no census_name; place 1706899 was assigned by the weaker 'first_pass' crosswalk method, so the footprint is less verified than the p"
c-MT0380000-powder-river,2024,MT,MT0380000,genuine_low_crime,accept_observed,,,high,0,Keep 0 on the complete 12-month NIBRS batch record.
c-NB0860000-thomas,2024,NE,NB0860000,genuine_low_crime,accept_observed,,,medium,0,Keep 0; EST2024=0 defensible.
c-NM0250000-san-miguel,2024,NM,NM0250000,token_reporting_flag,treat_missing_repair,,87,high,0,"Structurally missing; own history is itself implausible for the 13,913-person nonmunicipal footprint, so repair from sheriff/nonmunicipal peers — peer rate implies ~87. EST2024=0 not defensible."
c-NY0294700-centre-island-village,2024,NY,NY0294700,token_reporting_flag,treat_missing_repair,,2,high,0,"Structural zero, mark missing; no qualifying recent own-history report so use a peer estimate ~2. EST2024=0 not defensible."
c-PA0032500-worthington,2024,PA,PA0032500,token_reporting_flag,treat_missing_repair,,,high,0,Structurally missing because no month was submitted; use a very-small-agency peer model informed cautiously by the genuine 2019 full-year zero and sparse positive partials. EST2024=0 not defensible.
c-PA0063200-bernville,2024,PA,PA0063200,token_reporting_flag,treat_missing_repair,,,high,0,Structurally missing with 0 believable reporting months; do not annualize zero; the last genuine report is too old so use an explicitly modelled peer estimate with high uncertainty. EST2024=0 not defensible.
c-PA0131600-weissport,2024,PA,PA0131600,token_reporting_flag,treat_missing_repair,,,high,0,"Packet vocabulary: structural_zero_treat_as_missing. Believable months for 2024 = 0. Both 2023 and 2024 are CIUS printed zeros sitting on 0-month Return-A records, so neither is a measurement; only 2018 and 2019 are genuine 12-month submissions, each totalling 1. Set 2024 missing rather than observed-0. Fill: last real full year is 2019, outside the 2-year own-history window, so a missing-mark routes to the peer floor at 418 x 503.4/100k = 2.1/yr — same order as the agency's measured 1/yr, so the hazard here is mild and either route is tolerable. SEPARATE CHECK WORTH RUNNING: the crosswalk name for this ORI is 'weissport pd lehighton', which is consistent with Weissport borough's police coverage having transferred to Lehighton borough PD after 2019. If that is right, the 2020-2024 blanks are a coverage transfer rather than a reporting lapse, and cousub 4202582080 should be attached to the covering ORI instead of filled under PA0131600 — I cannot confirm this from the packet (no Lehighton row supplied) and flag it as a check, not a finding. EST2024 = 0 observed is not defensible as observed."
c-PA0221600-halifax,2024,PA,PA0221600,token_reporting_flag,treat_missing_repair,,2,high,0,"Structural non-report — treat 2024 as MISSING. EST2024=0 [observedx7] is NOT defensible; uplift is arithmetically impossible (0 months). Zero submitted months in 2021, 2022, 2023 and 2024. Fill ~2-4 Part-I/yr: own-history is blocked (last real submission 2020, 1 month) so the peer band governs — 503.4/100k x 808 = 4.1 — and the agency's own annualized history agrees (2019: 2 on 10 months -> 2.4). 2023 carries the identical defect and needs the same correction. SECOND, SEPARATE DEFECT worth routing to Stage 2 footprint review: this ORI carries the placeholder place code plc99991 (no Census place match) yet is crosswalked w=1 EXCLUSIVE to cousub 4204332032 'Halifax borough', while the crosswalk name is 'halifax area regional police department' against roster name 'Halifax Police Department'. If this ORI is or was the Halifax Area Regional PD, its true footprint is Halifax Borough plus Halifax Township (possibly Wayne Township), and an exclusive borough-only assignment both misplaces the mass and leaves the township with no covering agency. External listings show both a 'Halifax Borough Police Department' and a 'Halifax Area Regional Police Department' for the same address in Dauphin "
c-PA0261100-everson,2024,PA,PA0261100,token_reporting_flag,treat_missing_repair,,2,high,0,"Structural non-report — treat 2024 as MISSING. EST2024=0 [observedx7] is NOT defensible. This ORI has submitted ZERO months for five consecutive data years (2020-2024); the last month of any data was 2019, and those 5 months were themselves all zero. Fill ~2-4 Part-I/yr: own-history is blocked (last real submission 2019), so the peer band governs — 503.4/100k x 731 = 3.7 — and the only other basis, 2018 (2 offences on a 3-month submission, annualizing to 8), is too thin to prefer. 2023 carries the identical CIUS-0-on-0-months defect and needs the same correction. Do NOT supersede the ORI: external check confirms Everson Borough Police Department is still the borough's police provider on the borough's own site, so this is a live agency that has stopped reporting, not a dissolved one."
c-PA0371800-new-beaver,2024,PA,PA0371800,token_reporting_flag,treat_missing_repair,0,9.4,high,0,"Packet sub-verdict: structural_zero_treat_as_missing. BLANK-AS-ZERO: CIUS prints 0 for 2024 at an assumed 12 months over a submission record of ZERO reported months. Nothing was measured; uplift cannot rescue a zero. Correct handling: drop the 2024 agency-year as a non-report and carry the New Beaver borough polygon as MISSING, not 0. On the FILL TARGET I differ from the rest of the zero cases in this batch, and this matters: New Beaver has one piece of genuine low-crime evidence — 2019 is 0 offences on EIGHT reported months, a real eight-month zero, not an empty cell. Combined with 2 offences in 2 months (2020) and 1 in 1 month (2022), the true level for this 1,334-person borough looks like roughly 1-4 Part-I/yr, well under the peer-implied ~9.4/yr (702.6 per 100k). So the fill should be own-history-anchored and LOW, not peer-anchored; a peer fill would overstate this polygon. EST2024 = 0 observed is not defensible as a measurement, but note the honest repair moves the polygon only a little — the objection is to publishing an unmeasured 0 as observed, which misrepresents provenance even where it happens to be near the right magnitude."
c-PA0635000-west-pike-run,2024,PA,PA0635000,token_reporting_flag,treat_missing_repair,0,,high,0,"Packet-vocabulary disposition: structural_zero_treat_as_missing. Believable months for 2024: ZERO. The 2024 zero rests on no submitted data at all — SRS 0 total at 0 reported months, no NIBRS row in any year, and the only 'complete' label comes from the CIUS row whose months_reported=12 is a pipeline assumption (artifact 2), not a field in the FBI's table. CIUS is the Return-A master frozen at publication, so CIUS 0 + SRS 0 is one non-submission rendered twice, not two sources agreeing. EST2024 = 0 [observedx7] is NOT a defensible repair: it converts an unobserved agency-year into a measured zero-crime polygon. Correct handling: drop the 2024 (and 2023, and 2021) agency-year as a non-report — the same treatment _drop_state_publication_non_reports already applies to SPUB all-zero rows sitting on 0 SRS months, extended to the CIUS lane — leaving cousub 4212583840 (West Pike Run township) as a coverage hole for the fill layer rather than a published zero. No uplift is possible or appropriate (12/0 is undefined; uplift cannot rescue a zero). Magnitude note: the count error is small — the agency's only 12-month-labelled year (2018) was 2 offenses, and its best real coverage in the whole"
c-TX0912100-tioga,2024,TX,TX0912100,genuine_low_crime,accept_observed,,,medium,0,"Accept EST2024=0 [observed], but flag it for display treatment rather than presenting it as a confident zero — the polygon (4873112) should not be rendered as a rate-floor outlier on a count this small. No repair can improve on it: this agency's own full-coverage series is 2019=2, 2020=1, 2021=4, 2022=1, 2023=0, 2024=0, an own-history median of 1, so any defensible fill returns 0 or 1 and the correction is inside Poisson noise. Do NOT apply a peer fill (702.6/100k x 1,327 = 9.3 offences would be fabricated into a town that has never exceeded 4). Rule contribution: the c1 own-history-collapse arm is VACUOUS below an own median of about 3 — '2024 is 0.0% of a median of 1' fires automatically for every agency that reports 1 and then 0, and it produced two false positives in this batch alone (this case and c-TX0912300-tom-bean). Suppress that arm when the own-history median is under 3, where 0 is a >5% Poisson outcome by construction. Also record that SRS months_reported dropping from 12 (2022) to 0 (2023, 2024) is NOT usable as evidence of a break here: across this batch every 2024 agency-year with SRS at 0 months also has a zero total (6 of 6), which makes SRS-0mo largely a mechanica"
c-NY0025600-willing-town,2024,NY,NY0025600,misread_missing,treat_missing_repair,,,high,0,"ORI NY0025600 (WILLING TOWN, NY). Panel should carry: MISSING and fillable; a zero reported over one month supplies no usable partial-year value."
c-KY0950000-owsley,2024,KY,KY0950000,genuine_low_crime,accept_observed,,,medium,0,"Keep 0; EST2024=0 observed is defensible, no uplift."
c-PA0031100-rural-valley,2024,PA,PA0031100,token_reporting_flag,treat_missing_repair,,,high,0,Structurally missing (zero reported months); do not annualize zero; estimate from a low-population peer model plus the sparse positive history with substantial uncertainty. EST2024=0 not a defensible repair.
c-PA0544500-walker-township,2024,PA,PA0544500,token_reporting_flag,treat_missing_repair,0,7,high,0,"Sub-ruling: structural_zero_treat_as_missing. Same signature as its neighbours: CIUS 0 at a defaulted 12 months on an SRS record of 0 reported months, with 0-month years in 2020, 2021, 2022, 2023 and 2024 and only 5 months (2018) and 3 months (2019) submitted before that. Nothing was measured, so the zero is a non-report and uplift cannot rescue it; 2023 (CIUS 0 on a 0-month record) should be dropped by the same rule. State the magnitude honestly: at 1,008 residents even a peer-floor repair is only ~7 offences (702.6 per 100k) and the own-history anchor is ~1 (2018: 1 on 5 months), so panel impact is negligible — and at this population a genuine low single-digit year IS plausible in a way it is not for the 2,000-3,000 population cases in this batch. The ruling is about record status, not level: publishing an unsubmitted year as an observed zero is still wrong, and the fix is to mark 2024 missing and let the resulting fill be small rather than asserting a measured zero on Walker township cousub 4210780576. The Schuylkill County coverage table lists Walker Township Police Dept (570-668-0954) as primary with PSP Frackville as station coverage, the part-time-local / PSP pattern. EST202"
c-AL0530000-perry,2024,AL,AL0530000,token_reporting_flag,treat_missing_repair,,16,high,0,"structural_zero_treat_as_missing. EST2024 = 0 observed is NOT a defensible repair — the pipeline publishes 0 as 'observed' and thereby bypasses fill entirely. 2024 must be marked missing and filled from PEERS, not own history: own history is all-zero for seven straight years, and the landed 'real report within 2 years' rule correctly blocks an own-history fill (there is no real report to draw on). Basis: sheriff peers in band (2500,5000] at 522.7/100k on FBIpop 3,014 => ~16 total Part-I, in-state Alabama peers preferred. Footprint consequence worth naming: the ORI is crosswalked w=1 exclusive to 'Alabama nonmunicipal remainder', so this structural zero does not merely blank unincorporated Perry County — it dilutes the statewide non-municipal remainder denominator. Second-order finding: Perry County's other reporting agency, Marion PD (AL0530100, county seat), is also a 2024 zero, so the pipeline currently publishes zero 2024 Part-I crime for an entire Alabama county of ~8,500 people. That whole-county blackout is a visible product defect."
c-CA0409945-chp-san-luis-obispo,2024,CA,CA0409945,token_reporting_flag,partial_year_uplift,1,,high,0,token_reporting_flag
c-FL0030000-bay-county-sheriff,2024,FL,FL0030000,token_reporting_flag,flag_review,,,high,0,token_reporting_flag
c-FL0360000-lee-county-sheriff,2024,FL,FL0360000,token_reporting_flag,partial_year_uplift,,,high,0,token_reporting_flag
c-FL0481400-university-of-central-florida,2024,FL,FL0481400,token_reporting_flag,flag_review,,,high,0,token_reporting_flag
c-FL0490000-osceola-sheriff,2024,FL,FL0490000,token_reporting_flag,flag_review,,,high,0,token_reporting_flag
c-FL0580300-north-port,2024,FL,FL0580300,token_reporting_flag,flag_review,,,high,0,token_reporting_flag
c-GA0250300-savannah-chatham,2024,GA,GA0250300,token_reporting_flag,flag_review,,,high,0,token_reporting_flag
c-GA0530000-emanuel-sheriff,2024,GA,GA0530000,token_reporting_flag,partial_year_uplift,1,,high,0,token_reporting_flag
c-GA1100400-braswell,2024,GA,GA1100400,genuine_low_crime,accept_observed,,,medium,0,"credible_low_crime. EST2024=0 (observed) is defensible; leave as published. Population served is 370; at the (0,1000] local_police peer median of 503.4/100k the EXPECTED count is 1.9 offenses/year, so a zero year is an ordinary Poisson outcome (P(0)|lambda=1.9 = 15%), not an anomaly. The peer-rate floor is the only screen arm that fired and it is arithmetically incapable of discriminating here: the entire discriminable range between 'genuine zero' and 'token filer' is about two offenses. No repair, no fill, no uplift. Do NOT let the c1 PEER-ONLY arm fire on band (0,1000] agencies where peer-median-times-population is under ~3 — the arm has no resolving power there."
c-IL0510200-lawrenceville,2024,IL,IL0510200,token_reporting_flag,partial_year_uplift,,40,high,0,"token_report_treat_as_partial (bordering data_error on the offense mix). EST2024 = 5 observed is NOT a defensible repair. The ladder did not discard a larger submission — CIUS 5 = NIB 5 = SRS 5 — so the defect is the content of the single submission, not lane choice. On 'how many months are believable': not recoverable from this evidence. The SRS 5-month figure is a content artifact (5 offenses -> 5 back-converted Return-A months), not a measured submission window, so a months-based uplift is unfounded; x12/5 = 12 offenses should be treated only as a hard lower bound, not the repair. With six blank years there is no own-history anchor at all and the 2-year own-history rule is unsatisfiable, so the defensible repair is a peer-band fill: local_police, band (2500,5000], 929.7 per 100k x 4,267 = ~40 Part-I offenses, published as imputed, not observed."
c-IN0010000-adams,2024,IN,IN0010000,genuine_low_crime,accept_observed,,,high,0,"Keep 30; EST2024=30 defensible, no larger complete lane discarded."
c-IN0470100-bedford,2024,IN,IN0470100,token_reporting_flag,flag_review,,,medium,0,token_reporting_flag
c-KS0160400-waverly,2024,KS,KS0160400,genuine_low_crime,accept_observed,,,medium,0,Keep 0; EST2024=0 defensible for Waverly city.
c-KS0440300-meriden,2024,KS,KS0440300,genuine_low_crime,accept_observed,,,low,0,Keep 0; EST2024=0 defensible for Meriden city.
c-KS0720100-delphos,2024,KS,KS0720100,genuine_low_crime,accept_observed,,,medium,0,Keep 0; EST2024=0 defensible for Delphos city.
c-KS0930200-st-john,2024,KS,KS0930200,genuine_low_crime,accept_observed,,,medium,0,"Keep 2; EST2024=2 defensible, no partial-year adjustment."
c-KY1000300-eubank,2024,KY,KY1000300,genuine_low_crime,accept_observed,,,high,0,Keep 0; EST2024=0 observed is defensible.
c-KY1160000-wayne-sheriff,2024,KY,KY1160000,genuine_low_crime,accept_observed,,,medium,0,genuine_low_crime
c-MA0060500-colrain,2024,MA,MA0060500,token_reporting_flag,partial_year_uplift,,,medium,0,"token_reporting_flag (sub-disposition: structural_zero_treat_as_missing, NOT token_report_treat_as_partial)"
c-MA0146000-worcester,2024,MA,MA0146000,token_reporting_flag,partial_year_uplift,,,high,0,token_reporting_flag
c-MO0120200-poplar-bluff,2024,MO,MO0120200,token_reporting_flag,treat_missing_repair,,,high,0,token_reporting_flag
c-MO0270400-prairie-home,2024,MO,MO0270400,genuine_low_crime,accept_observed,,,high,0,Keep 0; EST2024=0 defensible.
c-MO0540700-waverly,2024,MO,MO0540700,genuine_low_crime,accept_observed,,,medium,0,Keep 0; EST2024=0 observed is defensible.
c-MO0830300-platte-woods,2024,MO,MO0830300,genuine_low_crime,accept_observed,,,high,0,Keep 0; EST2024=0 observed is defensible.
c-MO1050300-reeds-spring,2024,MO,MO1050300,genuine_low_crime,accept_observed,,,medium,0,"Keep 0; controlling evidence is the 12-month NIBRS batch coverage, not CIUS. EST2024=0 defensible."
c-MS0610200-pearl,2024,MS,MS0610200,token_reporting_flag,treat_missing_repair,,,high,0,"Structural incomplete-offence report; mark missing and repair explicitly from peers for 25,000-50,000-population municipal departments, checked against a local/state source. EST2024=2 indefensible."
c-MS0630000-sharkey,2024,MS,MS0630000,token_reporting_flag,treat_missing_repair,,,high,0,"Structural incomplete-offence report; treat missing, base any estimate on small-county sheriff peers and validate the actual unincorporated service population. EST2024=1 not defensible."
